Ide,E,v,t
1245,210000,0.3,1
1246,210000,0.3,1
1247,210000,0.3,1
1248,210000,0.3,1
1249,210000,0.3,1
1250,210000,0.3,1
1251,210000,0.3,1
1252,210000,0.3,1
1253,210000,0.3,1
1254,210000,0.3,1
1255,210000,0.3,1
1256,210000,0.3,1
1257,210000,0.3,1
1258,210000,0.3,1
1259,210000,0.3,1
1260,210000,0.3,1
1261,210000,0.3,1
1262,210000,0.3,1
1263,210000,0.3,1
1264,210000,0.3,1
1265,210000,0.3,1
1266,210000,0.3,1
1267,210000,0.3,1
1268,210000,0.3,1
1269,210000,0.3,1
1270,210000,0.3,1
1271,210000,0.3,1
1272,210000,0.3,1
1273,210000,0.3,1
1274,210000,0.3,1
1275,210000,0.3,1
1276,210000,0.3,1
1277,210000,0.3,1
1278,210000,0.3,1
1279,210000,0.3,1
1280,210000,0.3,1
1281,210000,0.3,1
1282,210000,0.3,1
1283,210000,0.3,1
1284,210000,0.3,1
1285,210000,0.3,1
1286,210000,0.3,1
1287,210000,0.3,1
1288,210000,0.3,1
1289,210000,0.3,1
1290,210000,0.3,1
1291,210000,0.3,1
1292,210000,0.3,1
1293,210000,0.3,1
1294,210000,0.3,1
1295,210000,0.3,1
1296,210000,0.3,1
1297,210000,0.3,1
1298,210000,0.3,1
1299,210000,0.3,1
1300,210000,0.3,1
1301,210000,0.3,1
1302,210000,0.3,1
1303,210000,0.3,1
1304,210000,0.3,1
1305,210000,0.3,1
1306,210000,0.3,1
1307,210000,0.3,1
1308,210000,0.3,1
1309,210000,0.3,1
1310,210000,0.3,1
1311,210000,0.3,1
1312,210000,0.3,1
1313,210000,0.3,1
1314,210000,0.3,1
1315,210000,0.3,1
1316,210000,0.3,1
1317,210000,0.3,1
1318,210000,0.3,1
1319,210000,0.3,1
1320,210000,0.3,1
1321,210000,0.3,1
1322,210000,0.3,1
1323,210000,0.3,1
1324,210000,0.3,1
1325,210000,0.3,1
1326,210000,0.3,1
1327,210000,0.3,1
1328,210000,0.3,1
1329,210000,0.3,1
1330,210000,0.3,1
1331,210000,0.3,1
1332,210000,0.3,1
1333,210000,0.3,1
1334,210000,0.3,1
1335,210000,0.3,1
1336,210000,0.3,1
1337,210000,0.3,1
1338,210000,0.3,1
1339,210000,0.3,1
1340,210000,0.3,1
1341,210000,0.3,1
1342,210000,0.3,1
1343,210000,0.3,1
1344,210000,0.3,1
1345,210000,0.3,1
1346,210000,0.3,1
1347,210000,0.3,1
1348,210000,0.3,1
1349,210000,0.3,1
1350,210000,0.3,1
1351,210000,0.3,1
1352,210000,0.3,1
1353,210000,0.3,1
1354,210000,0.3,1
1355,210000,0.3,1
1356,210000,0.3,1
1357,210000,0.3,1
1358,210000,0.3,1
1359,210000,0.3,1
1360,210000,0.3,1
1361,210000,0.3,1
1362,210000,0.3,1
1363,210000,0.3,1
1364,210000,0.3,1
1365,210000,0.3,1
1366,210000,0.3,1
1367,210000,0.3,1
1368,210000,0.3,1
1369,210000,0.3,1
1370,210000,0.3,1
1371,210000,0.3,1
1372,210000,0.3,1
1373,210000,0.3,1
1374,210000,0.3,1
1375,210000,0.3,1
1376,210000,0.3,1
1377,210000,0.3,1
1378,210000,0.3,1
1379,210000,0.3,1
1380,210000,0.3,1
1381,210000,0.3,1
1382,210000,0.3,1
1383,210000,0.3,1
1384,210000,0.3,1
1385,210000,0.3,1
1386,210000,0.3,1
1387,210000,0.3,1
1388,210000,0.3,1
1389,210000,0.3,1
1390,210000,0.3,1
1391,210000,0.3,1
1392,210000,0.3,1
1393,210000,0.3,1
1394,210000,0.3,1
1395,210000,0.3,1
1396,210000,0.3,1
1397,210000,0.3,1
1398,210000,0.3,1
1399,210000,0.3,1
1400,210000,0.3,1
1401,210000,0.3,1
1402,210000,0.3,1
1403,210000,0.3,1
1404,210000,0.3,1
1405,210000,0.3,1
1406,210000,0.3,1
1407,210000,0.3,1
1408,210000,0.3,1
1409,210000,0.3,1
1410,210000,0.3,1
1411,210000,0.3,1
1412,210000,0.3,1
1413,210000,0.3,1
1414,210000,0.3,1
1415,210000,0.3,1
1416,210000,0.3,1
1417,210000,0.3,1
1418,210000,0.3,1
1419,210000,0.3,1
1420,210000,0.3,1
1421,210000,0.3,1
1422,210000,0.3,1
1423,210000,0.3,1
1424,210000,0.3,1
1425,210000,0.3,1
1426,210000,0.3,1
1427,210000,0.3,1
1428,210000,0.3,1
1429,210000,0.3,1
1430,210000,0.3,1
1431,210000,0.3,1
1432,210000,0.3,1
1433,210000,0.3,1
1434,210000,0.3,1
1435,210000,0.3,1
1436,210000,0.3,1
1437,210000,0.3,1
1438,210000,0.3,1
1439,210000,0.3,1
1440,210000,0.3,1
1441,210000,0.3,1
1442,210000,0.3,1
1443,210000,0.3,1
1444,210000,0.3,1
1445,210000,0.3,1
1446,210000,0.3,1
1447,210000,0.3,1
1448,210000,0.3,1
1449,210000,0.3,1
1450,210000,0.3,1
1451,210000,0.3,1
1452,210000,0.3,1
1453,210000,0.3,1
1454,210000,0.3,1
1455,210000,0.3,1
1456,210000,0.3,1
1457,210000,0.3,1
1458,210000,0.3,1
1459,210000,0.3,1
1460,210000,0.3,1
1461,210000,0.3,1
1462,210000,0.3,1
1463,210000,0.3,1
1464,210000,0.3,1
1465,210000,0.3,1
1466,210000,0.3,1
1467,210000,0.3,1
1468,210000,0.3,1
1469,210000,0.3,1
1470,210000,0.3,1
1471,210000,0.3,1
1472,210000,0.3,1
1473,210000,0.3,1
1474,210000,0.3,1
1475,210000,0.3,1
1476,210000,0.3,1
1477,210000,0.3,1
1478,210000,0.3,1
1479,210000,0.3,1
1480,210000,0.3,1
1481,210000,0.3,1
1482,210000,0.3,1
1483,210000,0.3,1
1484,210000,0.3,1
1485,210000,0.3,1
1486,210000,0.3,1
1487,210000,0.3,1
1488,210000,0.3,1
1489,210000,0.3,1
1490,210000,0.3,1
1491,210000,0.3,1
1492,210000,0.3,1
1493,210000,0.3,1
1494,210000,0.3,1
1495,210000,0.3,1
1496,210000,0.3,1
1497,210000,0.3,1
1498,210000,0.3,1
1499,210000,0.3,1
1500,210000,0.3,1
1501,210000,0.3,1
1502,210000,0.3,1
1503,210000,0.3,1
1504,210000,0.3,1
1505,210000,0.3,1
1506,210000,0.3,1
1507,210000,0.3,1
1508,210000,0.3,1
1509,210000,0.3,1
1510,210000,0.3,1
1511,210000,0.3,1
1512,210000,0.3,1
1513,210000,0.3,1
1514,210000,0.3,1
1515,210000,0.3,1
1516,210000,0.3,1
1517,210000,0.3,1
1518,210000,0.3,1
1519,210000,0.3,1
1520,210000,0.3,1
1521,210000,0.3,1
1522,210000,0.3,1
1523,210000,0.3,1
1524,210000,0.3,1
1525,210000,0.3,1
1526,210000,0.3,1
1527,210000,0.3,1
1528,210000,0.3,1
1529,210000,0.3,1
1530,210000,0.3,1
1531,210000,0.3,1
1532,210000,0.3,1
1533,210000,0.3,1
1534,210000,0.3,1
1535,210000,0.3,1
1536,210000,0.3,1
1537,210000,0.3,1
1538,210000,0.3,1
1539,210000,0.3,1
1540,210000,0.3,1
1541,210000,0.3,1
1542,210000,0.3,1
1543,210000,0.3,1
1544,210000,0.3,1
1545,210000,0.3,1
1546,210000,0.3,1
1547,210000,0.3,1
1548,210000,0.3,1
1549,210000,0.3,1
1550,210000,0.3,1
1551,210000,0.3,1
1552,210000,0.3,1
1553,210000,0.3,1
1554,210000,0.3,1
1555,210000,0.3,1
1556,210000,0.3,1
1557,210000,0.3,1
1558,210000,0.3,1
1559,210000,0.3,1
1560,210000,0.3,1
1561,210000,0.3,1
1562,210000,0.3,1
1563,210000,0.3,1
1564,210000,0.3,1
1565,210000,0.3,1
1566,210000,0.3,1
1567,210000,0.3,1
1568,210000,0.3,1
1569,210000,0.3,1
1570,210000,0.3,1
1571,210000,0.3,1
1572,210000,0.3,1
1573,210000,0.3,1
1574,210000,0.3,1
1575,210000,0.3,1
1576,210000,0.3,1
1577,210000,0.3,1
1578,210000,0.3,1
1579,210000,0.3,1
1580,210000,0.3,1
1581,210000,0.3,1
1582,210000,0.3,1
1583,210000,0.3,1
1584,210000,0.3,1
1585,210000,0.3,1
1586,210000,0.3,1
1587,210000,0.3,1
1588,210000,0.3,1
1589,210000,0.3,1
1590,210000,0.3,1
1591,210000,0.3,1
1592,210000,0.3,1
1593,210000,0.3,1
1594,210000,0.3,1
1595,210000,0.3,1
1596,210000,0.3,1
1597,210000,0.3,1
1598,210000,0.3,1
1599,210000,0.3,1
1600,210000,0.3,1
1601,210000,0.3,1
1602,210000,0.3,1
1603,210000,0.3,1
1604,210000,0.3,1
1605,210000,0.3,1
1606,210000,0.3,1
1607,210000,0.3,1
1608,210000,0.3,1
1609,210000,0.3,1
1610,210000,0.3,1
1611,210000,0.3,1
1612,210000,0.3,1
1613,210000,0.3,1
1614,210000,0.3,1
1615,210000,0.3,1
1616,210000,0.3,1
1617,210000,0.3,1
1618,210000,0.3,1
1619,210000,0.3,1
1620,210000,0.3,1
1621,210000,0.3,1
1622,210000,0.3,1
1623,210000,0.3,1
1624,210000,0.3,1
1625,210000,0.3,1
1626,210000,0.3,1
1627,210000,0.3,1
1628,210000,0.3,1
1629,210000,0.3,1
1630,210000,0.3,1
1631,210000,0.3,1
1632,210000,0.3,1
1633,210000,0.3,1
1634,210000,0.3,1
1635,210000,0.3,1
1636,210000,0.3,1
1637,210000,0.3,1
1638,210000,0.3,1
1639,210000,0.3,1
1640,210000,0.3,1
1641,210000,0.3,1
1642,210000,0.3,1
1643,210000,0.3,1
1644,210000,0.3,1
1645,210000,0.3,1
1646,210000,0.3,1
1647,210000,0.3,1
1648,210000,0.3,1
1649,210000,0.3,1
1650,210000,0.3,1
1651,210000,0.3,1
1652,210000,0.3,1
1653,210000,0.3,1
1654,210000,0.3,1
1655,210000,0.3,1
1656,210000,0.3,1
1657,210000,0.3,1
1658,210000,0.3,1
1659,210000,0.3,1
1660,210000,0.3,1
1661,210000,0.3,1
1662,210000,0.3,1
1663,210000,0.3,1
1664,210000,0.3,1
1665,210000,0.3,1
1666,210000,0.3,1
1667,210000,0.3,1
1668,210000,0.3,1
1669,210000,0.3,1
1670,210000,0.3,1
1671,210000,0.3,1
1672,210000,0.3,1
1673,210000,0.3,1
1674,210000,0.3,1
1675,210000,0.3,1
1676,210000,0.3,1
1677,210000,0.3,1
1678,210000,0.3,1
1679,210000,0.3,1
1680,210000,0.3,1
1681,210000,0.3,1
1682,210000,0.3,1
1683,210000,0.3,1
1684,210000,0.3,1
1685,210000,0.3,1
1686,210000,0.3,1
1687,210000,0.3,1
1688,210000,0.3,1
1689,210000,0.3,1
1690,210000,0.3,1
1691,210000,0.3,1
1692,210000,0.3,1
1693,210000,0.3,1
1694,210000,0.3,1
1695,210000,0.3,1
1696,210000,0.3,1
1697,210000,0.3,1
1698,210000,0.3,1
1699,210000,0.3,1
1700,210000,0.3,1
1701,210000,0.3,1
1702,210000,0.3,1
1703,210000,0.3,1
1704,210000,0.3,1
1705,210000,0.3,1
1706,210000,0.3,1
1707,210000,0.3,1
1708,210000,0.3,1
1709,210000,0.3,1
1710,210000,0.3,1
1711,210000,0.3,1
1712,210000,0.3,1
1713,210000,0.3,1
1714,210000,0.3,1
1715,210000,0.3,1
1716,210000,0.3,1
1717,210000,0.3,1
1718,210000,0.3,1
1719,210000,0.3,1
1720,210000,0.3,1
1721,210000,0.3,1
1722,210000,0.3,1
1723,210000,0.3,1
1724,210000,0.3,1
1725,210000,0.3,1
1726,210000,0.3,1
1727,210000,0.3,1
1728,210000,0.3,1
1729,210000,0.3,1
1730,210000,0.3,1
1731,210000,0.3,1
1732,210000,0.3,1
1733,210000,0.3,1
1734,210000,0.3,1
1735,210000,0.3,1
1736,210000,0.3,1
1737,210000,0.3,1
1738,210000,0.3,1
1739,210000,0.3,1
1740,210000,0.3,1
1741,210000,0.3,1
1742,210000,0.3,1
1743,210000,0.3,1
1744,210000,0.3,1
1745,210000,0.3,1
1746,210000,0.3,1
1747,210000,0.3,1
1748,210000,0.3,1
1749,210000,0.3,1
1750,210000,0.3,1
1751,210000,0.3,1
1752,210000,0.3,1
1753,210000,0.3,1
1754,210000,0.3,1
1755,210000,0.3,1
1756,210000,0.3,1
1757,210000,0.3,1
1758,210000,0.3,1
1759,210000,0.3,1
1760,210000,0.3,1
1761,210000,0.3,1
1762,210000,0.3,1
1763,210000,0.3,1
1764,210000,0.3,1
1765,210000,0.3,1
1766,210000,0.3,1
1767,210000,0.3,1
1768,210000,0.3,1
1769,210000,0.3,1
1770,210000,0.3,1
1771,210000,0.3,1
1772,210000,0.3,1
1773,210000,0.3,1
1774,210000,0.3,1
1775,210000,0.3,1
1776,210000,0.3,1
1777,210000,0.3,1
1778,210000,0.3,1
1779,210000,0.3,1
1780,210000,0.3,1
1781,210000,0.3,1
1782,210000,0.3,1
1783,210000,0.3,1
1784,210000,0.3,1
1785,210000,0.3,1
1786,210000,0.3,1
1787,210000,0.3,1
1788,210000,0.3,1
1789,210000,0.3,1
1790,210000,0.3,1
1791,210000,0.3,1
1792,210000,0.3,1
1793,210000,0.3,1
1794,210000,0.3,1
1795,210000,0.3,1
1796,210000,0.3,1
1797,210000,0.3,1
1798,210000,0.3,1
1799,210000,0.3,1
1800,210000,0.3,1
1801,210000,0.3,1
1802,210000,0.3,1
1803,210000,0.3,1
1804,210000,0.3,1
1805,210000,0.3,1
1806,210000,0.3,1
1807,210000,0.3,1
1808,210000,0.3,1
1809,210000,0.3,1
1810,210000,0.3,1
1811,210000,0.3,1
1812,210000,0.3,1
1813,210000,0.3,1
1814,210000,0.3,1
1815,210000,0.3,1
1816,210000,0.3,1
1817,210000,0.3,1
1818,210000,0.3,1
1819,210000,0.3,1
1820,210000,0.3,1
1821,210000,0.3,1
1822,210000,0.3,1
1823,210000,0.3,1
1824,210000,0.3,1
1825,210000,0.3,1
1826,210000,0.3,1
1827,210000,0.3,1
1828,210000,0.3,1
1829,210000,0.3,1
1830,210000,0.3,1
1831,210000,0.3,1
1832,210000,0.3,1
1833,210000,0.3,1
1834,210000,0.3,1
1835,210000,0.3,1
1836,210000,0.3,1
1837,210000,0.3,1
1838,210000,0.3,1
1839,210000,0.3,1
1840,210000,0.3,1
1841,210000,0.3,1
1842,210000,0.3,1
1843,210000,0.3,1
1844,210000,0.3,1
1845,210000,0.3,1
1846,210000,0.3,1
1847,210000,0.3,1
1848,210000,0.3,1
1849,210000,0.3,1
1850,210000,0.3,1
1851,210000,0.3,1
1852,210000,0.3,1
1853,210000,0.3,1
1854,210000,0.3,1
1855,210000,0.3,1
1856,210000,0.3,1
1857,210000,0.3,1
1858,210000,0.3,1
1859,210000,0.3,1
1860,210000,0.3,1
1861,210000,0.3,1
1862,210000,0.3,1
1863,210000,0.3,1
1864,210000,0.3,1
1865,210000,0.3,1
1866,210000,0.3,1
1867,210000,0.3,1
1868,210000,0.3,1
1869,210000,0.3,1
1870,210000,0.3,1
1871,210000,0.3,1
1872,210000,0.3,1
1873,210000,0.3,1
1874,210000,0.3,1
1875,210000,0.3,1
1876,210000,0.3,1
1877,210000,0.3,1
1878,210000,0.3,1
1879,210000,0.3,1
1880,210000,0.3,1
1881,210000,0.3,1
1882,210000,0.3,1
1883,210000,0.3,1
1884,210000,0.3,1
1885,210000,0.3,1
1886,210000,0.3,1
1887,210000,0.3,1
1888,210000,0.3,1
1889,210000,0.3,1
1890,210000,0.3,1
1891,210000,0.3,1
1892,210000,0.3,1
1893,210000,0.3,1
1894,210000,0.3,1
1895,210000,0.3,1
1896,210000,0.3,1
1897,210000,0.3,1
1898,210000,0.3,1
1899,210000,0.3,1
1900,210000,0.3,1
1901,210000,0.3,1
1902,210000,0.3,1
1903,210000,0.3,1
1904,210000,0.3,1
1905,210000,0.3,1
1906,210000,0.3,1
1907,210000,0.3,1
1908,210000,0.3,1
1909,210000,0.3,1
1910,210000,0.3,1
1911,210000,0.3,1
1912,210000,0.3,1
1913,210000,0.3,1
1914,210000,0.3,1
1915,210000,0.3,1
1916,210000,0.3,1
1917,210000,0.3,1
1918,210000,0.3,1
1919,210000,0.3,1
1920,210000,0.3,1
1921,210000,0.3,1
1922,210000,0.3,1
1923,210000,0.3,1
1924,210000,0.3,1
1925,210000,0.3,1
1926,210000,0.3,1
1927,210000,0.3,1
1928,210000,0.3,1
1929,210000,0.3,1
1930,210000,0.3,1
1931,210000,0.3,1
1932,210000,0.3,1
1933,210000,0.3,1
1934,210000,0.3,1
1935,210000,0.3,1
1936,210000,0.3,1
1937,210000,0.3,1
1938,210000,0.3,1
1939,210000,0.3,1
1940,210000,0.3,1
1941,210000,0.3,1
1942,210000,0.3,1
1943,210000,0.3,1
1944,210000,0.3,1
1945,210000,0.3,1
1946,210000,0.3,1
1947,210000,0.3,1
1948,210000,0.3,1
1949,210000,0.3,1
1950,210000,0.3,1
1951,210000,0.3,1
1952,210000,0.3,1
1953,210000,0.3,1
1954,210000,0.3,1
1955,210000,0.3,1
1956,210000,0.3,1
1957,210000,0.3,1
1958,210000,0.3,1
1959,210000,0.3,1
1960,210000,0.3,1
1961,210000,0.3,1
1962,210000,0.3,1
1963,210000,0.3,1
1964,210000,0.3,1
1965,210000,0.3,1
1966,210000,0.3,1
1967,210000,0.3,1
1968,210000,0.3,1
1969,210000,0.3,1
1970,210000,0.3,1
1971,210000,0.3,1
1972,210000,0.3,1
1973,210000,0.3,1
1974,210000,0.3,1
1975,210000,0.3,1
1976,210000,0.3,1
1977,210000,0.3,1
1978,210000,0.3,1
1979,210000,0.3,1
1980,210000,0.3,1
1981,210000,0.3,1
1982,210000,0.3,1
1983,210000,0.3,1
1984,210000,0.3,1
1985,210000,0.3,1
1986,210000,0.3,1
1987,210000,0.3,1
1988,210000,0.3,1
1989,210000,0.3,1
1990,210000,0.3,1
1991,210000,0.3,1
1992,210000,0.3,1
1993,210000,0.3,1
1994,210000,0.3,1
1995,210000,0.3,1
1996,210000,0.3,1
1997,210000,0.3,1
1998,210000,0.3,1
1999,210000,0.3,1
2000,210000,0.3,1
2001,210000,0.3,1
2002,210000,0.3,1
2003,210000,0.3,1
2004,210000,0.3,1
2005,210000,0.3,1
2006,210000,0.3,1
2007,210000,0.3,1
2008,210000,0.3,1
2009,210000,0.3,1
2010,210000,0.3,1
2011,210000,0.3,1
2012,210000,0.3,1
2013,210000,0.3,1
2014,210000,0.3,1
2015,210000,0.3,1
2016,210000,0.3,1
2017,210000,0.3,1
2018,210000,0.3,1
2019,210000,0.3,1
2020,210000,0.3,1
2021,210000,0.3,1
2022,210000,0.3,1
2023,210000,0.3,1
2024,210000,0.3,1
2025,210000,0.3,1
2026,210000,0.3,1
2027,210000,0.3,1
2028,210000,0.3,1
2029,210000,0.3,1
2030,210000,0.3,1
2031,210000,0.3,1
2032,210000,0.3,1
2033,210000,0.3,1
2034,210000,0.3,1
2035,210000,0.3,1
2036,210000,0.3,1
2037,210000,0.3,1
2038,210000,0.3,1
2039,210000,0.3,1
2040,210000,0.3,1
2041,210000,0.3,1
2042,210000,0.3,1
2043,210000,0.3,1
2044,210000,0.3,1
2045,210000,0.3,1
2046,210000,0.3,1
2047,210000,0.3,1
2048,210000,0.3,1
2049,210000,0.3,1
2050,210000,0.3,1
2051,210000,0.3,1
2052,210000,0.3,1
2053,210000,0.3,1
2054,210000,0.3,1
2055,210000,0.3,1
2056,210000,0.3,1
2057,210000,0.3,1
2058,210000,0.3,1
2059,210000,0.3,1
2060,210000,0.3,1
2061,210000,0.3,1
2062,210000,0.3,1
2063,210000,0.3,1
2064,210000,0.3,1
2065,210000,0.3,1
2066,210000,0.3,1
2067,210000,0.3,1
2068,210000,0.3,1
2069,210000,0.3,1
2070,210000,0.3,1
2071,210000,0.3,1
2072,210000,0.3,1
2073,210000,0.3,1
2074,210000,0.3,1
2075,210000,0.3,1
2076,210000,0.3,1
2077,210000,0.3,1
2078,210000,0.3,1
2079,210000,0.3,1
2080,210000,0.3,1
2081,210000,0.3,1
2082,210000,0.3,1
2083,210000,0.3,1
2084,210000,0.3,1
2085,210000,0.3,1
2086,210000,0.3,1
2087,210000,0.3,1
2088,210000,0.3,1
2089,210000,0.3,1
2090,210000,0.3,1
2091,210000,0.3,1
2092,210000,0.3,1
2093,210000,0.3,1
2094,210000,0.3,1
2095,210000,0.3,1
2096,210000,0.3,1
2097,210000,0.3,1
2098,210000,0.3,1
2099,210000,0.3,1
2100,210000,0.3,1
2101,210000,0.3,1
2102,210000,0.3,1
2103,210000,0.3,1
2104,210000,0.3,1
2105,210000,0.3,1
2106,210000,0.3,1
2107,210000,0.3,1
2108,210000,0.3,1
2109,210000,0.3,1
2110,210000,0.3,1
2111,210000,0.3,1
2112,210000,0.3,1
2113,210000,0.3,1
2114,210000,0.3,1
2115,210000,0.3,1
2116,210000,0.3,1
2117,210000,0.3,1
2118,210000,0.3,1
2119,210000,0.3,1
2120,210000,0.3,1
2121,210000,0.3,1
2122,210000,0.3,1
2123,210000,0.3,1
2124,210000,0.3,1
2125,210000,0.3,1
2126,210000,0.3,1
2127,210000,0.3,1
2128,210000,0.3,1
2129,210000,0.3,1
2130,210000,0.3,1
2131,210000,0.3,1
2132,210000,0.3,1
2133,210000,0.3,1
2134,210000,0.3,1
2135,210000,0.3,1
2136,210000,0.3,1
2137,210000,0.3,1
2138,210000,0.3,1
2139,210000,0.3,1
2140,210000,0.3,1
2141,210000,0.3,1
2142,210000,0.3,1
2143,210000,0.3,1
2144,210000,0.3,1
2145,210000,0.3,1
2146,210000,0.3,1
2147,210000,0.3,1
2148,210000,0.3,1
2149,210000,0.3,1
2150,210000,0.3,1
2151,210000,0.3,1
2152,210000,0.3,1
2153,210000,0.3,1
2154,210000,0.3,1
2155,210000,0.3,1
2156,210000,0.3,1
2157,210000,0.3,1
2158,210000,0.3,1
2159,210000,0.3,1
2160,210000,0.3,1
2161,210000,0.3,1
2162,210000,0.3,1
2163,210000,0.3,1
2164,210000,0.3,1
2165,210000,0.3,1
2166,210000,0.3,1
2167,210000,0.3,1
2168,210000,0.3,1
2169,210000,0.3,1
2170,210000,0.3,1
2171,210000,0.3,1
2172,210000,0.3,1
2173,210000,0.3,1
2174,210000,0.3,1
2175,210000,0.3,1
2176,210000,0.3,1
2177,210000,0.3,1
2178,210000,0.3,1
2179,210000,0.3,1
2180,210000,0.3,1
2181,210000,0.3,1
2182,210000,0.3,1
2183,210000,0.3,1
2184,210000,0.3,1
2185,210000,0.3,1
2186,210000,0.3,1
2187,210000,0.3,1
2188,210000,0.3,1
2189,210000,0.3,1
2190,210000,0.3,1
2191,210000,0.3,1
2192,210000,0.3,1
2193,210000,0.3,1
2194,210000,0.3,1
2195,210000,0.3,1
2196,210000,0.3,1
2197,210000,0.3,1
2198,210000,0.3,1
2199,210000,0.3,1
2200,210000,0.3,1
2201,210000,0.3,1
2202,210000,0.3,1
2203,210000,0.3,1
2204,210000,0.3,1
2205,210000,0.3,1
2206,210000,0.3,1
2207,210000,0.3,1
2208,210000,0.3,1
2209,210000,0.3,1
2210,210000,0.3,1
2211,210000,0.3,1
2212,210000,0.3,1
2213,210000,0.3,1
2214,210000,0.3,1
2215,210000,0.3,1
2216,210000,0.3,1
2217,210000,0.3,1
2218,210000,0.3,1
2219,210000,0.3,1
2220,210000,0.3,1
2221,210000,0.3,1
2222,210000,0.3,1
2223,210000,0.3,1
2224,210000,0.3,1
2225,210000,0.3,1
2226,210000,0.3,1
2227,210000,0.3,1
2228,210000,0.3,1
2229,210000,0.3,1
2230,210000,0.3,1
2231,210000,0.3,1
2232,210000,0.3,1
2233,210000,0.3,1
2234,210000,0.3,1
2235,210000,0.3,1
2236,210000,0.3,1
2237,210000,0.3,1
2238,210000,0.3,1
2239,210000,0.3,1
2240,210000,0.3,1
2241,210000,0.3,1
2242,210000,0.3,1
2243,210000,0.3,1
2244,210000,0.3,1
2245,210000,0.3,1
2246,210000,0.3,1
2247,210000,0.3,1
2248,210000,0.3,1
2249,210000,0.3,1
2250,210000,0.3,1
2251,210000,0.3,1
2252,210000,0.3,1
2253,210000,0.3,1
2254,210000,0.3,1
2255,210000,0.3,1
2256,210000,0.3,1
2257,210000,0.3,1
2258,210000,0.3,1
2259,210000,0.3,1
2260,210000,0.3,1
2261,210000,0.3,1
2262,210000,0.3,1
2263,210000,0.3,1
2264,210000,0.3,1
2265,210000,0.3,1
2266,210000,0.3,1
2267,210000,0.3,1
2268,210000,0.3,1
2269,210000,0.3,1
2270,210000,0.3,1
2271,210000,0.3,1
2272,210000,0.3,1
2273,210000,0.3,1
2274,210000,0.3,1
2275,210000,0.3,1
2276,210000,0.3,1
2277,210000,0.3,1
2278,210000,0.3,1
2279,210000,0.3,1
2280,210000,0.3,1
2281,210000,0.3,1
2282,210000,0.3,1
2283,210000,0.3,1
2284,210000,0.3,1
2285,210000,0.3,1
2286,210000,0.3,1
2287,210000,0.3,1
2288,210000,0.3,1
2289,210000,0.3,1
2290,210000,0.3,1
2291,210000,0.3,1
2292,210000,0.3,1
2293,210000,0.3,1
2294,210000,0.3,1
2295,210000,0.3,1
2296,210000,0.3,1
2297,210000,0.3,1
2298,210000,0.3,1
2299,210000,0.3,1
2300,210000,0.3,1
2301,210000,0.3,1
2302,210000,0.3,1
2303,210000,0.3,1
2304,210000,0.3,1
2305,210000,0.3,1
2306,210000,0.3,1
2307,210000,0.3,1
2308,210000,0.3,1
2309,210000,0.3,1
2310,210000,0.3,1
2311,210000,0.3,1
2312,210000,0.3,1
2313,210000,0.3,1
2314,210000,0.3,1
2315,210000,0.3,1
2316,210000,0.3,1
2317,210000,0.3,1
2318,210000,0.3,1
2319,210000,0.3,1
2320,210000,0.3,1
2321,210000,0.3,1
2322,210000,0.3,1
2323,210000,0.3,1
2324,210000,0.3,1
2325,210000,0.3,1
2326,210000,0.3,1
2327,210000,0.3,1
2328,210000,0.3,1
2329,210000,0.3,1
2330,210000,0.3,1
2331,210000,0.3,1
2332,210000,0.3,1
2333,210000,0.3,1
2334,210000,0.3,1
2335,210000,0.3,1
2336,210000,0.3,1
2337,210000,0.3,1
2338,210000,0.3,1
2339,210000,0.3,1
2340,210000,0.3,1
2341,210000,0.3,1
2342,210000,0.3,1
2343,210000,0.3,1
2344,210000,0.3,1
2345,210000,0.3,1
2346,210000,0.3,1
2347,210000,0.3,1
2348,210000,0.3,1
2349,210000,0.3,1
2350,210000,0.3,1
2351,210000,0.3,1
2352,210000,0.3,1
2353,210000,0.3,1
2354,210000,0.3,1
2355,210000,0.3,1
2356,210000,0.3,1
2357,210000,0.3,1
2358,210000,0.3,1
2359,210000,0.3,1
2360,210000,0.3,1
2361,210000,0.3,1
2362,210000,0.3,1
2363,210000,0.3,1
2364,210000,0.3,1
2365,210000,0.3,1
2366,210000,0.3,1
2367,210000,0.3,1
2368,210000,0.3,1
2369,210000,0.3,1
2370,210000,0.3,1
2371,210000,0.3,1
2372,210000,0.3,1
2373,210000,0.3,1
2374,210000,0.3,1
2375,210000,0.3,1
2376,210000,0.3,1
2377,210000,0.3,1
2378,210000,0.3,1
2379,210000,0.3,1
2380,210000,0.3,1
2381,210000,0.3,1
2382,210000,0.3,1
2383,210000,0.3,1
2384,210000,0.3,1
2385,210000,0.3,1
2386,210000,0.3,1
2387,210000,0.3,1
2388,210000,0.3,1
2389,210000,0.3,1
2390,210000,0.3,1
2391,210000,0.3,1
2392,210000,0.3,1
2393,210000,0.3,1
2394,210000,0.3,1
2395,210000,0.3,1
2396,210000,0.3,1
2397,210000,0.3,1
2398,210000,0.3,1
2399,210000,0.3,1
2400,210000,0.3,1
2401,210000,0.3,1
2402,210000,0.3,1
2403,210000,0.3,1
2404,210000,0.3,1
2405,210000,0.3,1
2406,210000,0.3,1
2407,210000,0.3,1
2408,210000,0.3,1
2409,210000,0.3,1
