id,idn,u0,u1,u2
1229,82752,0,0,0
1230,82753,0,0,0
1231,82754,0,0,0
1232,82974,0,0,0
1233,82975,0,0,0
1234,82976,0,0,0
1235,83179,0,0,0
1236,83180,0,0,0
1237,83181,0,0,0
1238,83182,0,0,0
1239,83213,0,0,0
1240,83214,0,0,0
1241,83215,0,0,0
1242,83216,0,0,0
1243,83217,0,0,0
1244,83218,0,0,0
1245,83219,0,0,0
1246,83220,0,0,0
