ID,x0,x1,x2,u0,u1,u2
0,47.23779179,135.8272029,-430.3766944,0,1,2
1,44.49592405,125.5747748,-437.8320307,0,1,2
2,37.90613504,133.4385499,-433.9337043,0,1,2
3,40.76008984,139.3931303,-423.2509653,0,1,2
4,45.14852514,134.7423287,-411.5211729,0,1,2
5,50.35716204,136.4996299,-420.7418535,0,1,2
6,49.85981386,133.1466778,-412.6583179,0,1,2
7,52.7649805,124.8327436,-421.394727,0,1,2
8,52.07021128,118.7294906,-432.1074141,0,1,2
9,39.44937354,112.262923,-439.7481997,0,1,2
10,50.6737567,109.256259,-438.1284148,0,1,2
11,51.07819689,85.44055707,-426.7678196,0,1,2
12,39.03791335,100.4223602,-435.3829279,0,1,2
13,36.16234366,122.8368947,-437.9197665,0,1,2
14,31.64998337,110.0773983,-430.8576825,0,1,2
15,33.15302729,130.8530421,-432.6157853,0,1,2
16,27.6410533,120.0659308,-425.3086343,0,1,2
17,33.24049263,136.8628694,-425.473282,0,1,2
18,28.35838815,127.759416,-421.1265672,0,1,2
19,32.87925749,135.769215,-416.0374057,0,1,2
20,28.13752636,125.5779311,-412.5296223,0,1,2
21,40.81872193,114.4008481,-397.1978844,0,1,2
22,40.58863912,124.6171531,-406.3002515,0,1,2
23,45.81573659,115.2012179,-398.3754525,0,1,2
24,46.42235958,124.829988,-407.7288393,0,1,2
25,54.18276798,119.6487274,-410.6578521,0,1,2
26,57.23342764,117.6922166,-421.1188577,0,1,2
27,60.83771454,117.6299105,-415.1315372,0,1,2
28,59.37339861,113.888727,-428.6155991,0,1,2
29,63.1860666,115.0865098,-425.8000947,0,1,2
30,61.32918523,105.9867219,-434.9661813,0,1,2
31,65.43029841,102.7031898,-435.2388813,0,1,2
32,71.58574664,106.1856119,-435.8363794,0,1,2
33,66.35013128,119.1785905,-420.9645649,0,1,2
34,66.32314601,118.3089733,-408.4914374,0,1,2
35,57.91590788,113.2408453,-400.0621838,0,1,2
36,71.92272135,115.1112387,-398.5123358,0,1,2
37,63.13174509,108.5047677,-382.1781179,0,1,2
38,73.86001674,106.0193004,-359.744711,0,1,2
39,66.76999023,104.6518428,-351.0953094,0,1,2
40,51.01569873,107.5531864,-380.1099639,0,1,2
41,56.11932156,101.9963355,-349.4251299,0,1,2
42,66.00635847,99.45459481,-306.034551,0,1,2
43,74.31458163,99.63826575,-309.3269329,0,1,2
44,76.96379501,100.9912166,-332.6919886,0,1,2
45,79.66668645,95.49095002,-329.9914073,0,1,2
46,79.87344411,88.76371512,-296.598496,0,1,2
47,79.79823266,87.32314283,-299.8455147,0,1,2
48,80.29818487,85.41110636,-278.5575086,0,1,2
49,82.74386061,82.93234497,-238.5960458,0,1,2
50,80.57209545,80.79659921,-258.9490632,0,1,2
51,75.65180288,77.16652745,-285.3056427,0,1,2
52,79.89343619,91.6382089,-331.1873728,0,1,2
53,80.17267944,103.6238908,-363.5306753,0,1,2
54,80.76478775,111.7850652,-390.9335785,0,1,2
55,81.8969958,122.1546322,-404.5646802,0,1,2
56,70.61753284,124.2255473,-411.4601662,0,1,2
57,74.59012482,125.9282988,-429.0316926,0,1,2
58,87.08332441,99.01226251,-432.4229949,0,1,2
59,90.41009203,117.2744664,-433.5608324,0,1,2
60,94.857436,110.0803933,-411.4179532,0,1,2
61,87.7518619,97.99281635,-403.2944208,0,1,2
62,82.4323827,82.99703086,-422.2980025,0,1,2
63,79.78773359,84.83078969,-393.7971413,0,1,2
64,70.75556966,78.36818187,-420.09632,0,1,2
65,72.76919132,80.09965323,-382.6185671,0,1,2
66,64.49017697,81.22374138,-416.7380416,0,1,2
67,66.52578499,78.58504213,-373.7537948,0,1,2
68,62.22996575,78.46036885,-363.198749,0,1,2
69,60.82246402,83.32061475,-418.4889683,0,1,2
70,51.70869553,84.59328806,-391.2124333,0,1,2
71,38.01524179,92.11536786,-425.6946588,0,1,2
72,55.45251683,81.81506702,-347.609716,0,1,2
73,48.38893713,88.3720483,-368.3210565,0,1,2
74,62.68894657,76.58393779,-325.1098322,0,1,2
75,63.43612556,74.23254005,-269.0461149,0,1,2
76,57.86428746,78.94903889,-304.3108766,0,1,2
77,53.10118222,85.93094556,-324.4715878,0,1,2
78,51.59125692,94.9697063,-337.2047516,0,1,2
79,43.73571031,96.77828556,-378.2547076,0,1,2
80,32.29395367,99.77590518,-418.7340039,0,1,2
81,27.41563354,111.8385829,-412.0760996,0,1,2
82,42.34367675,105.9457174,-385.7944084,0,1,2
83,58.97872634,93.94203479,-295.4527832,0,1,2
84,56.49764673,85.11218217,-286.938576,0,1,2
85,59.52432151,77.51676597,-275.6693176,0,1,2
86,63.91742585,73.88401542,-254.415347,0,1,2
87,67.13865332,74.15467729,-284.6103093,0,1,2
88,66.41431011,73.11247282,-265.3717871,0,1,2
89,69.93950385,72.44182876,-250.1924124,0,1,2
90,64.43497829,73.55153744,-242.9697923,0,1,2
91,61.04085694,76.86685643,-252.3415022,0,1,2
