id,idn,q0,q1,q2
236,3872,0.000146649,0.000146649,0.000146649
237,3873,0.000146649,0.000146649,0.000146649
238,3874,0.000146649,0.000146649,0.000146649
239,3875,0.000146649,0.000146649,0.000146649
240,3876,0.000146649,0.000146649,0.000146649
241,3877,0.000146649,0.000146649,0.000146649
242,3878,0.000146649,0.000146649,0.000146649
243,3879,0.000146649,0.000146649,0.000146649
244,3880,0.000146649,0.000146649,0.000146649
245,3881,0.000146649,0.000146649,0.000146649
246,3882,0.000146649,0.000146649,0.000146649
247,3883,0.000146649,0.000146649,0.000146649
248,3884,0.000146649,0.000146649,0.000146649
249,3885,0.000146649,0.000146649,0.000146649
250,3886,0.000146649,0.000146649,0.000146649
251,3887,0.000146649,0.000146649,0.000146649
252,3888,0.000146649,0.000146649,0.000146649
253,3889,0.000146649,0.000146649,0.000146649
254,3890,0.000146649,0.000146649,0.000146649
255,3891,0.000146649,0.000146649,0.000146649
256,3892,0.000146649,0.000146649,0.000146649
257,3893,0.000146649,0.000146649,0.000146649
258,3894,0.000146649,0.000146649,0.000146649
259,3895,0.000146649,0.000146649,0.000146649
260,3896,0.000146649,0.000146649,0.000146649
261,3897,0.000146649,0.000146649,0.000146649
262,3898,0.000146649,0.000146649,0.000146649
263,3899,0.000146649,0.000146649,0.000146649
264,3900,0.000146649,0.000146649,0.000146649
265,3901,0.000146649,0.000146649,0.000146649
266,3902,0.000146649,0.000146649,0.000146649
267,3903,0.000146649,0.000146649,0.000146649
268,3904,0.000146649,0.000146649,0.000146649
269,3905,0.000146649,0.000146649,0.000146649
270,3906,0.000146649,0.000146649,0.000146649
271,3907,0.000146649,0.000146649,0.000146649
272,3908,0.000146649,0.000146649,0.000146649
273,3909,0.000146649,0.000146649,0.000146649
274,3910,0.000146649,0.000146649,0.000146649
275,3911,0.000146649,0.000146649,0.000146649
276,3912,0.000146649,0.000146649,0.000146649
277,3913,0.000146649,0.000146649,0.000146649
278,3914,0.000146649,0.000146649,0.000146649
279,3915,0.000146649,0.000146649,0.000146649
280,3916,0.000146649,0.000146649,0.000146649
281,3917,0.000146649,0.000146649,0.000146649
282,3918,0.000146649,0.000146649,0.000146649
283,3920,0.000146649,0.000146649,0.000146649
284,3921,0.000146649,0.000146649,0.000146649
285,3922,0.000146649,0.000146649,0.000146649
286,3923,0.000146649,0.000146649,0.000146649
287,3924,0.000146649,0.000146649,0.000146649
288,3925,0.000146649,0.000146649,0.000146649
289,3926,0.000146649,0.000146649,0.000146649
290,3927,0.000146649,0.000146649,0.000146649
291,3929,0.000146649,0.000146649,0.000146649
292,3931,0.000146649,0.000146649,0.000146649
293,3933,0.000146649,0.000146649,0.000146649
294,3934,0.000146649,0.000146649,0.000146649
295,3937,0.000146649,0.000146649,0.000146649
296,3938,0.000146649,0.000146649,0.000146649
297,3939,0.000146649,0.000146649,0.000146649
298,3940,0.000146649,0.000146649,0.000146649
299,3941,0.000146649,0.000146649,0.000146649
300,3943,0.000146649,0.000146649,0.000146649
301,3944,0.000146649,0.000146649,0.000146649
302,3946,0.000146649,0.000146649,0.000146649
303,3947,0.000146649,0.000146649,0.000146649
304,3949,0.000146649,0.000146649,0.000146649
305,3950,0.000146649,0.000146649,0.000146649
306,3951,0.000146649,0.000146649,0.000146649
307,3952,0.000146649,0.000146649,0.000146649
308,3953,0.000146649,0.000146649,0.000146649
309,3956,0.000146649,0.000146649,0.000146649
310,3959,0.000146649,0.000146649,0.000146649
311,3960,0.000146649,0.000146649,0.000146649
312,3961,0.000146649,0.000146649,0.000146649
313,3963,0.000146649,0.000146649,0.000146649
314,3964,0.000146649,0.000146649,0.000146649
315,3965,0.000146649,0.000146649,0.000146649
316,3967,0.000146649,0.000146649,0.000146649
317,3969,0.000146649,0.000146649,0.000146649
318,3970,0.000146649,0.000146649,0.000146649
319,3971,0.000146649,0.000146649,0.000146649
320,3972,0.000146649,0.000146649,0.000146649
321,3973,0.000146649,0.000146649,0.000146649
322,3974,0.000146649,0.000146649,0.000146649
323,3975,0.000146649,0.000146649,0.000146649
324,4183,0.000146649,0.000146649,0.000146649
325,4186,0.000146649,0.000146649,0.000146649
326,4211,0.000146649,0.000146649,0.000146649
327,4213,0.000146649,0.000146649,0.000146649
328,4218,0.000146649,0.000146649,0.000146649
329,4234,0.000146649,0.000146649,0.000146649
330,4235,0.000146649,0.000146649,0.000146649
331,4236,0.000146649,0.000146649,0.000146649
332,4237,0.000146649,0.000146649,0.000146649
333,4238,0.000146649,0.000146649,0.000146649
334,4239,0.000146649,0.000146649,0.000146649
335,4240,0.000146649,0.000146649,0.000146649
336,4241,0.000146649,0.000146649,0.000146649
337,4242,0.000146649,0.000146649,0.000146649
338,4246,0.000146649,0.000146649,0.000146649
339,4247,0.000146649,0.000146649,0.000146649
340,4248,0.000146649,0.000146649,0.000146649
341,4249,0.000146649,0.000146649,0.000146649
342,4250,0.000146649,0.000146649,0.000146649
343,4251,0.000146649,0.000146649,0.000146649
344,4252,0.000146649,0.000146649,0.000146649
345,4253,0.000146649,0.000146649,0.000146649
346,4254,0.000146649,0.000146649,0.000146649
347,4255,0.000146649,0.000146649,0.000146649
348,4257,0.000146649,0.000146649,0.000146649
349,4258,0.000146649,0.000146649,0.000146649
350,4259,0.000146649,0.000146649,0.000146649
351,4262,0.000146649,0.000146649,0.000146649
352,4263,0.000146649,0.000146649,0.000146649
353,4265,0.000146649,0.000146649,0.000146649
354,4266,0.000146649,0.000146649,0.000146649
355,4267,0.000146649,0.000146649,0.000146649
356,4268,0.000146649,0.000146649,0.000146649
357,4269,0.000146649,0.000146649,0.000146649
358,4270,0.000146649,0.000146649,0.000146649
359,4272,0.000146649,0.000146649,0.000146649
360,4273,0.000146649,0.000146649,0.000146649
361,4274,0.000146649,0.000146649,0.000146649
362,4275,0.000146649,0.000146649,0.000146649
363,4276,0.000146649,0.000146649,0.000146649
364,4277,0.000146649,0.000146649,0.000146649
365,4278,0.000146649,0.000146649,0.000146649
366,4279,0.000146649,0.000146649,0.000146649
367,4280,0.000146649,0.000146649,0.000146649
368,4284,0.000146649,0.000146649,0.000146649
369,4285,0.000146649,0.000146649,0.000146649
370,4286,0.000146649,0.000146649,0.000146649
371,4287,0.000146649,0.000146649,0.000146649
372,4288,0.000146649,0.000146649,0.000146649
373,4289,0.000146649,0.000146649,0.000146649
374,4290,0.000146649,0.000146649,0.000146649
375,4291,0.000146649,0.000146649,0.000146649
376,4292,0.000146649,0.000146649,0.000146649
377,4293,0.000146649,0.000146649,0.000146649
378,4294,0.000146649,0.000146649,0.000146649
379,4295,0.000146649,0.000146649,0.000146649
380,4296,0.000146649,0.000146649,0.000146649
381,4299,0.000146649,0.000146649,0.000146649
382,4300,0.000146649,0.000146649,0.000146649
383,4301,0.000146649,0.000146649,0.000146649
384,4303,0.000146649,0.000146649,0.000146649
385,4304,0.000146649,0.000146649,0.000146649
386,4305,0.000146649,0.000146649,0.000146649
387,4306,0.000146649,0.000146649,0.000146649
388,4307,0.000146649,0.000146649,0.000146649
389,4308,0.000146649,0.000146649,0.000146649
390,4309,0.000146649,0.000146649,0.000146649
391,4310,0.000146649,0.000146649,0.000146649
392,4311,0.000146649,0.000146649,0.000146649
393,4317,0.000146649,0.000146649,0.000146649
394,4329,0.000146649,0.000146649,0.000146649
395,4330,0.000146649,0.000146649,0.000146649
396,4331,0.000146649,0.000146649,0.000146649
397,4332,0.000146649,0.000146649,0.000146649
398,4346,0.000146649,0.000146649,0.000146649
399,4352,0.000146649,0.000146649,0.000146649
400,4353,0.000146649,0.000146649,0.000146649
401,4356,0.000146649,0.000146649,0.000146649
402,4369,0.000146649,0.000146649,0.000146649
403,4370,0.000146649,0.000146649,0.000146649
404,4373,0.000146649,0.000146649,0.000146649
405,4374,0.000146649,0.000146649,0.000146649
406,4375,0.000146649,0.000146649,0.000146649
407,4376,0.000146649,0.000146649,0.000146649
408,4377,0.000146649,0.000146649,0.000146649
409,4378,0.000146649,0.000146649,0.000146649
410,4379,0.000146649,0.000146649,0.000146649
411,4380,0.000146649,0.000146649,0.000146649
412,4381,0.000146649,0.000146649,0.000146649
413,4382,0.000146649,0.000146649,0.000146649
414,4383,0.000146649,0.000146649,0.000146649
415,4384,0.000146649,0.000146649,0.000146649
416,4385,0.000146649,0.000146649,0.000146649
417,4386,0.000146649,0.000146649,0.000146649
418,4387,0.000146649,0.000146649,0.000146649
419,4388,0.000146649,0.000146649,0.000146649
420,4389,0.000146649,0.000146649,0.000146649
421,4391,0.000146649,0.000146649,0.000146649
422,4392,0.000146649,0.000146649,0.000146649
423,4393,0.000146649,0.000146649,0.000146649
424,4394,0.000146649,0.000146649,0.000146649
425,4395,0.000146649,0.000146649,0.000146649
426,4396,0.000146649,0.000146649,0.000146649
427,4397,0.000146649,0.000146649,0.000146649
428,4398,0.000146649,0.000146649,0.000146649
429,4399,0.000146649,0.000146649,0.000146649
430,4400,0.000146649,0.000146649,0.000146649
431,4401,0.000146649,0.000146649,0.000146649
432,4402,0.000146649,0.000146649,0.000146649
433,4403,0.000146649,0.000146649,0.000146649
434,4404,0.000146649,0.000146649,0.000146649
435,4405,0.000146649,0.000146649,0.000146649
436,4406,0.000146649,0.000146649,0.000146649
437,4407,0.000146649,0.000146649,0.000146649
438,4408,0.000146649,0.000146649,0.000146649
439,4409,0.000146649,0.000146649,0.000146649
440,4410,0.000146649,0.000146649,0.000146649
441,4411,0.000146649,0.000146649,0.000146649
442,4412,0.000146649,0.000146649,0.000146649
443,4413,0.000146649,0.000146649,0.000146649
444,4414,0.000146649,0.000146649,0.000146649
445,4415,0.000146649,0.000146649,0.000146649
446,4416,0.000146649,0.000146649,0.000146649
447,4417,0.000146649,0.000146649,0.000146649
448,4418,0.000146649,0.000146649,0.000146649
449,4419,0.000146649,0.000146649,0.000146649
450,4420,0.000146649,0.000146649,0.000146649
451,4422,0.000146649,0.000146649,0.000146649
452,4423,0.000146649,0.000146649,0.000146649
453,4437,0.000146649,0.000146649,0.000146649
454,4440,0.000146649,0.000146649,0.000146649
455,4443,0.000146649,0.000146649,0.000146649
456,4451,0.000146649,0.000146649,0.000146649
457,4457,0.000146649,0.000146649,0.000146649
458,4461,0.000146649,0.000146649,0.000146649
459,4462,0.000146649,0.000146649,0.000146649
460,4463,0.000146649,0.000146649,0.000146649
461,4464,0.000146649,0.000146649,0.000146649
462,4465,0.000146649,0.000146649,0.000146649
463,4467,0.000146649,0.000146649,0.000146649
464,4468,0.000146649,0.000146649,0.000146649
465,4469,0.000146649,0.000146649,0.000146649
466,4470,0.000146649,0.000146649,0.000146649
467,4471,0.000146649,0.000146649,0.000146649
468,4472,0.000146649,0.000146649,0.000146649
469,4473,0.000146649,0.000146649,0.000146649
470,4474,0.000146649,0.000146649,0.000146649
471,4475,0.000146649,0.000146649,0.000146649
472,4476,0.000146649,0.000146649,0.000146649
473,4477,0.000146649,0.000146649,0.000146649
474,4479,0.000146649,0.000146649,0.000146649
475,4480,0.000146649,0.000146649,0.000146649
476,4481,0.000146649,0.000146649,0.000146649
477,4482,0.000146649,0.000146649,0.000146649
478,4483,0.000146649,0.000146649,0.000146649
479,4484,0.000146649,0.000146649,0.000146649
480,4485,0.000146649,0.000146649,0.000146649
481,4486,0.000146649,0.000146649,0.000146649
482,4487,0.000146649,0.000146649,0.000146649
483,4488,0.000146649,0.000146649,0.000146649
484,4491,0.000146649,0.000146649,0.000146649
485,4494,0.000146649,0.000146649,0.000146649
486,4495,0.000146649,0.000146649,0.000146649
487,4497,0.000146649,0.000146649,0.000146649
488,4502,0.000146649,0.000146649,0.000146649
489,4504,0.000146649,0.000146649,0.000146649
490,4514,0.000146649,0.000146649,0.000146649
491,4515,0.000146649,0.000146649,0.000146649
492,4518,0.000146649,0.000146649,0.000146649
493,4519,0.000146649,0.000146649,0.000146649
494,4520,0.000146649,0.000146649,0.000146649
495,5654,0.000146649,0.000146649,0.000146649
496,5655,0.000146649,0.000146649,0.000146649
497,5660,0.000146649,0.000146649,0.000146649
498,5661,0.000146649,0.000146649,0.000146649
499,5668,0.000146649,0.000146649,0.000146649
500,5680,0.000146649,0.000146649,0.000146649
501,5684,0.000146649,0.000146649,0.000146649
502,5685,0.000146649,0.000146649,0.000146649
503,5745,0.000146649,0.000146649,0.000146649
504,5746,0.000146649,0.000146649,0.000146649
505,5790,0.000146649,0.000146649,0.000146649
506,5797,0.000146649,0.000146649,0.000146649
507,16534,0.000146649,0.000146649,0.000146649
508,16541,0.000146649,0.000146649,0.000146649
509,16546,0.000146649,0.000146649,0.000146649
510,16555,0.000146649,0.000146649,0.000146649
511,16556,0.000146649,0.000146649,0.000146649
512,16557,0.000146649,0.000146649,0.000146649
513,16561,0.000146649,0.000146649,0.000146649
514,16562,0.000146649,0.000146649,0.000146649
515,16563,0.000146649,0.000146649,0.000146649
516,16564,0.000146649,0.000146649,0.000146649
517,16565,0.000146649,0.000146649,0.000146649
518,16586,0.000146649,0.000146649,0.000146649
519,16587,0.000146649,0.000146649,0.000146649
520,16588,0.000146649,0.000146649,0.000146649
521,16595,0.000146649,0.000146649,0.000146649
522,16602,0.000146649,0.000146649,0.000146649
523,16603,0.000146649,0.000146649,0.000146649
524,16604,0.000146649,0.000146649,0.000146649
525,16605,0.000146649,0.000146649,0.000146649
526,16609,0.000146649,0.000146649,0.000146649
527,16623,0.000146649,0.000146649,0.000146649
528,16624,0.000146649,0.000146649,0.000146649
529,16626,0.000146649,0.000146649,0.000146649
530,16627,0.000146649,0.000146649,0.000146649
531,16628,0.000146649,0.000146649,0.000146649
532,16638,0.000146649,0.000146649,0.000146649
533,16644,0.000146649,0.000146649,0.000146649
534,16646,0.000146649,0.000146649,0.000146649
535,16652,0.000146649,0.000146649,0.000146649
536,16653,0.000146649,0.000146649,0.000146649
537,16655,0.000146649,0.000146649,0.000146649
538,16656,0.000146649,0.000146649,0.000146649
539,16657,0.000146649,0.000146649,0.000146649
540,16660,0.000146649,0.000146649,0.000146649
541,16662,0.000146649,0.000146649,0.000146649
542,16675,0.000146649,0.000146649,0.000146649
543,16676,0.000146649,0.000146649,0.000146649
544,16677,0.000146649,0.000146649,0.000146649
545,16678,0.000146649,0.000146649,0.000146649
546,16681,0.000146649,0.000146649,0.000146649
547,16682,0.000146649,0.000146649,0.000146649
548,16683,0.000146649,0.000146649,0.000146649
549,16688,0.000146649,0.000146649,0.000146649
550,16689,0.000146649,0.000146649,0.000146649
551,16690,0.000146649,0.000146649,0.000146649
552,16691,0.000146649,0.000146649,0.000146649
553,16692,0.000146649,0.000146649,0.000146649
554,16693,0.000146649,0.000146649,0.000146649
555,16694,0.000146649,0.000146649,0.000146649
556,16696,0.000146649,0.000146649,0.000146649
557,16697,0.000146649,0.000146649,0.000146649
558,16698,0.000146649,0.000146649,0.000146649
559,16699,0.000146649,0.000146649,0.000146649
560,16700,0.000146649,0.000146649,0.000146649
561,16701,0.000146649,0.000146649,0.000146649
562,16702,0.000146649,0.000146649,0.000146649
563,16703,0.000146649,0.000146649,0.000146649
564,16704,0.000146649,0.000146649,0.000146649
565,16707,0.000146649,0.000146649,0.000146649
566,16708,0.000146649,0.000146649,0.000146649
567,16709,0.000146649,0.000146649,0.000146649
568,16710,0.000146649,0.000146649,0.000146649
569,16712,0.000146649,0.000146649,0.000146649
570,16713,0.000146649,0.000146649,0.000146649
571,16716,0.000146649,0.000146649,0.000146649
572,16718,0.000146649,0.000146649,0.000146649
573,16719,0.000146649,0.000146649,0.000146649
574,16723,0.000146649,0.000146649,0.000146649
575,16724,0.000146649,0.000146649,0.000146649
576,16725,0.000146649,0.000146649,0.000146649
577,16726,0.000146649,0.000146649,0.000146649
578,16728,0.000146649,0.000146649,0.000146649
579,16729,0.000146649,0.000146649,0.000146649
580,16730,0.000146649,0.000146649,0.000146649
581,16731,0.000146649,0.000146649,0.000146649
582,16732,0.000146649,0.000146649,0.000146649
583,16733,0.000146649,0.000146649,0.000146649
584,16734,0.000146649,0.000146649,0.000146649
585,16735,0.000146649,0.000146649,0.000146649
586,16737,0.000146649,0.000146649,0.000146649
587,16738,0.000146649,0.000146649,0.000146649
588,16739,0.000146649,0.000146649,0.000146649
589,16741,0.000146649,0.000146649,0.000146649
590,16745,0.000146649,0.000146649,0.000146649
591,16747,0.000146649,0.000146649,0.000146649
592,16752,0.000146649,0.000146649,0.000146649
593,16753,0.000146649,0.000146649,0.000146649
594,16754,0.000146649,0.000146649,0.000146649
595,16755,0.000146649,0.000146649,0.000146649
596,16756,0.000146649,0.000146649,0.000146649
597,16757,0.000146649,0.000146649,0.000146649
598,16758,0.000146649,0.000146649,0.000146649
599,16760,0.000146649,0.000146649,0.000146649
600,16761,0.000146649,0.000146649,0.000146649
601,16762,0.000146649,0.000146649,0.000146649
602,16763,0.000146649,0.000146649,0.000146649
603,16764,0.000146649,0.000146649,0.000146649
604,16765,0.000146649,0.000146649,0.000146649
605,16766,0.000146649,0.000146649,0.000146649
606,16767,0.000146649,0.000146649,0.000146649
607,16768,0.000146649,0.000146649,0.000146649
608,16769,0.000146649,0.000146649,0.000146649
609,16770,0.000146649,0.000146649,0.000146649
