ID,x0,x1
0,0.0,0.0,0.0
1,0.04,0.0,0.0
2,0.08,0.0,0.0
3,0.12,0.0,0.0
4,0.16,0.0,0.0
5,0.2,0.0,0.0
6,0.24,0.0,0.0
7,0.28,0.0,0.0
8,0.32,0.0,0.0
9,0.36,0.0,0.0
10,0.4,0.0,0.0
11,0.0,0.04,0.0
12,0.04,0.04,0.0
13,0.08,0.04,0.0
14,0.12,0.04,0.0
15,0.16,0.04,0.0
16,0.2,0.04,0.0
17,0.24,0.04,0.0
18,0.28,0.04,0.0
19,0.32,0.04,0.0
20,0.36,0.04,0.0
21,0.4,0.04,0.0
22,0.0,0.08,0.0
23,0.04,0.08,0.0
24,0.08,0.08,0.0
25,0.12,0.08,0.0
26,0.16,0.08,0.0
27,0.2,0.08,0.0
28,0.24,0.08,0.0
29,0.28,0.08,0.0
30,0.32,0.08,0.0
31,0.36,0.08,0.0
32,0.4,0.08,0.0
33,0.0,0.12,0.0
34,0.04,0.12,0.0
35,0.08,0.12,0.0
36,0.12,0.12,0.0
37,0.16,0.12,0.0
38,0.2,0.12,0.0
39,0.24,0.12,0.0
40,0.28,0.12,0.0
41,0.32,0.12,0.0
42,0.36,0.12,0.0
43,0.4,0.12,0.0
44,0.0,0.16,0.0
45,0.04,0.16,0.0
46,0.08,0.16,0.0
47,0.12,0.16,0.0
48,0.16,0.16,0.0
49,0.2,0.16,0.0
50,0.24,0.16,0.0
51,0.28,0.16,0.0
52,0.32,0.16,0.0
53,0.36,0.16,0.0
54,0.4,0.16,0.0
55,0.0,0.2,0.0
56,0.04,0.2,0.0
57,0.08,0.2,0.0
58,0.12,0.2,0.0
59,0.16,0.2,0.0
60,0.2,0.2,0.0
61,0.24,0.2,0.0
62,0.28,0.2,0.0
63,0.32,0.2,0.0
64,0.36,0.2,0.0
65,0.4,0.2,0.0
66,0.0,0.24,0.0
67,0.04,0.24,0.0
68,0.08,0.24,0.0
69,0.12,0.24,0.0
70,0.16,0.24,0.0
71,0.2,0.24,0.0
72,0.24,0.24,0.0
73,0.28,0.24,0.0
74,0.32,0.24,0.0
75,0.36,0.24,0.0
76,0.4,0.24,0.0
77,0.0,0.28,0.0
78,0.04,0.28,0.0
79,0.08,0.28,0.0
80,0.12,0.28,0.0
81,0.16,0.28,0.0
82,0.2,0.28,0.0
83,0.24,0.28,0.0
84,0.28,0.28,0.0
85,0.32,0.28,0.0
86,0.36,0.28,0.0
87,0.4,0.28,0.0
88,0.0,0.32,0.0
89,0.04,0.32,0.0
90,0.08,0.32,0.0
91,0.12,0.32,0.0
92,0.16,0.32,0.0
93,0.2,0.32,0.0
94,0.24,0.32,0.0
95,0.28,0.32,0.0
96,0.32,0.32,0.0
97,0.36,0.32,0.0
98,0.4,0.32,0.0
99,0.0,0.36,0.0
100,0.04,0.36,0.0
101,0.08,0.36,0.0
102,0.12,0.36,0.0
103,0.16,0.36,0.0
104,0.2,0.36,0.0
105,0.24,0.36,0.0
106,0.28,0.36,0.0
107,0.32,0.36,0.0
108,0.36,0.36,0.0
109,0.4,0.36,0.0
110,0.0,0.4,0.0
111,0.04,0.4,0.0
112,0.08,0.4,0.0
113,0.12,0.4,0.0
114,0.16,0.4,0.0
115,0.2,0.4,0.0
116,0.24,0.4,0.0
117,0.28,0.4,0.0
118,0.32,0.4,0.0
119,0.36,0.4,0.0
120,0.4,0.4,0.0
121,0.0,0.44,0.0
122,0.04,0.44,0.0
123,0.08,0.44,0.0
124,0.12,0.44,0.0
125,0.16,0.44,0.0
126,0.2,0.44,0.0
127,0.24,0.44,0.0
128,0.28,0.44,0.0
129,0.32,0.44,0.0
130,0.36,0.44,0.0
131,0.4,0.44,0.0
132,0.0,0.48,0.0
133,0.04,0.48,0.0
134,0.08,0.48,0.0
135,0.12,0.48,0.0
136,0.16,0.48,0.0
137,0.2,0.48,0.0
138,0.24,0.48,0.0
139,0.28,0.48,0.0
140,0.32,0.48,0.0
141,0.36,0.48,0.0
142,0.4,0.48,0.0
143,0.0,0.52,0.0
144,0.04,0.52,0.0
145,0.08,0.52,0.0
146,0.12,0.52,0.0
147,0.16,0.52,0.0
148,0.2,0.52,0.0
149,0.24,0.52,0.0
150,0.28,0.52,0.0
151,0.32,0.52,0.0
152,0.36,0.52,0.0
153,0.4,0.52,0.0
154,0.0,0.56,0.0
155,0.04,0.56,0.0
156,0.08,0.56,0.0
157,0.12,0.56,0.0
158,0.16,0.56,0.0
159,0.2,0.56,0.0
160,0.24,0.56,0.0
161,0.28,0.56,0.0
162,0.32,0.56,0.0
163,0.36,0.56,0.0
164,0.4,0.56,0.0
165,0.0,0.6,0.0
166,0.04,0.6,0.0
167,0.08,0.6,0.0
168,0.12,0.6,0.0
169,0.16,0.6,0.0
170,0.2,0.6,0.0
171,0.24,0.6,0.0
172,0.28,0.6,0.0
173,0.32,0.6,0.0
174,0.36,0.6,0.0
175,0.4,0.6,0.0
176,0.0,0.64,0.0
177,0.04,0.64,0.0
178,0.08,0.64,0.0
179,0.12,0.64,0.0
180,0.16,0.64,0.0
181,0.2,0.64,0.0
182,0.24,0.64,0.0
183,0.28,0.64,0.0
184,0.32,0.64,0.0
185,0.36,0.64,0.0
186,0.4,0.64,0.0
187,0.0,0.68,0.0
188,0.04,0.68,0.0
189,0.08,0.68,0.0
190,0.12,0.68,0.0
191,0.16,0.68,0.0
192,0.2,0.68,0.0
193,0.24,0.68,0.0
194,0.28,0.68,0.0
195,0.32,0.68,0.0
196,0.36,0.68,0.0
197,0.4,0.68,0.0
198,0.0,0.72,0.0
199,0.04,0.72,0.0
200,0.08,0.72,0.0
201,0.12,0.72,0.0
202,0.16,0.72,0.0
203,0.2,0.72,0.0
204,0.24,0.72,0.0
205,0.28,0.72,0.0
206,0.32,0.72,0.0
207,0.36,0.72,0.0
208,0.4,0.72,0.0
209,0.0,0.76,0.0
210,0.04,0.76,0.0
211,0.08,0.76,0.0
212,0.12,0.76,0.0
213,0.16,0.76,0.0
214,0.2,0.76,0.0
215,0.24,0.76,0.0
216,0.28,0.76,0.0
217,0.32,0.76,0.0
218,0.36,0.76,0.0
219,0.4,0.76,0.0
220,0.0,0.8,0.0
221,0.04,0.8,0.0
222,0.08,0.8,0.0
223,0.12,0.8,0.0
224,0.16,0.8,0.0
225,0.2,0.8,0.0
226,0.24,0.8,0.0
227,0.28,0.8,0.0
228,0.32,0.8,0.0
229,0.36,0.8,0.0
230,0.4,0.8,0.0
231,0.0,0.84,0.0
232,0.04,0.84,0.0
233,0.08,0.84,0.0
234,0.12,0.84,0.0
235,0.16,0.84,0.0
236,0.2,0.84,0.0
237,0.24,0.84,0.0
238,0.28,0.84,0.0
239,0.32,0.84,0.0
240,0.36,0.84,0.0
241,0.4,0.84,0.0
242,0.0,0.88,0.0
243,0.04,0.88,0.0
244,0.08,0.88,0.0
245,0.12,0.88,0.0
246,0.16,0.88,0.0
247,0.2,0.88,0.0
248,0.24,0.88,0.0
249,0.28,0.88,0.0
250,0.32,0.88,0.0
251,0.36,0.88,0.0
252,0.4,0.88,0.0
253,0.0,0.92,0.0
254,0.04,0.92,0.0
255,0.08,0.92,0.0
256,0.12,0.92,0.0
257,0.16,0.92,0.0
258,0.2,0.92,0.0
259,0.24,0.92,0.0
260,0.28,0.92,0.0
261,0.32,0.92,0.0
262,0.36,0.92,0.0
263,0.4,0.92,0.0
264,0.0,0.96,0.0
265,0.04,0.96,0.0
266,0.08,0.96,0.0
267,0.12,0.96,0.0
268,0.16,0.96,0.0
269,0.2,0.96,0.0
270,0.24,0.96,0.0
271,0.28,0.96,0.0
272,0.32,0.96,0.0
273,0.36,0.96,0.0
274,0.4,0.96,0.0
275,0.0,1.0,0.0
276,0.04,1.0,0.0
277,0.08,1.0,0.0
278,0.12,1.0,0.0
279,0.16,1.0,0.0
280,0.2,1.0,0.0
281,0.24,1.0,0.0
282,0.28,1.0,0.0
283,0.32,1.0,0.0
284,0.36,1.0,0.0
285,0.4,1.0,0.0
286,0.0,0.0,0.04
287,0.04,0.0,0.04
288,0.08,0.0,0.04
289,0.12,0.0,0.04
290,0.16,0.0,0.04
291,0.2,0.0,0.04
292,0.24,0.0,0.04
293,0.28,0.0,0.04
294,0.32,0.0,0.04
295,0.36,0.0,0.04
296,0.4,0.0,0.04
297,0.0,0.04,0.04
298,0.04,0.04,0.04
299,0.08,0.04,0.04
300,0.12,0.04,0.04
301,0.16,0.04,0.04
302,0.2,0.04,0.04
303,0.24,0.04,0.04
304,0.28,0.04,0.04
305,0.32,0.04,0.04
306,0.36,0.04,0.04
307,0.4,0.04,0.04
308,0.0,0.08,0.04
309,0.04,0.08,0.04
310,0.08,0.08,0.04
311,0.12,0.08,0.04
312,0.16,0.08,0.04
313,0.2,0.08,0.04
314,0.24,0.08,0.04
315,0.28,0.08,0.04
316,0.32,0.08,0.04
317,0.36,0.08,0.04
318,0.4,0.08,0.04
319,0.0,0.12,0.04
320,0.04,0.12,0.04
321,0.08,0.12,0.04
322,0.12,0.12,0.04
323,0.16,0.12,0.04
324,0.2,0.12,0.04
325,0.24,0.12,0.04
326,0.28,0.12,0.04
327,0.32,0.12,0.04
328,0.36,0.12,0.04
329,0.4,0.12,0.04
330,0.0,0.16,0.04
331,0.04,0.16,0.04
332,0.08,0.16,0.04
333,0.12,0.16,0.04
334,0.16,0.16,0.04
335,0.2,0.16,0.04
336,0.24,0.16,0.04
337,0.28,0.16,0.04
338,0.32,0.16,0.04
339,0.36,0.16,0.04
340,0.4,0.16,0.04
341,0.0,0.2,0.04
342,0.04,0.2,0.04
343,0.08,0.2,0.04
344,0.12,0.2,0.04
345,0.16,0.2,0.04
346,0.2,0.2,0.04
347,0.24,0.2,0.04
348,0.28,0.2,0.04
349,0.32,0.2,0.04
350,0.36,0.2,0.04
351,0.4,0.2,0.04
352,0.0,0.24,0.04
353,0.04,0.24,0.04
354,0.08,0.24,0.04
355,0.12,0.24,0.04
356,0.16,0.24,0.04
357,0.2,0.24,0.04
358,0.24,0.24,0.04
359,0.28,0.24,0.04
360,0.32,0.24,0.04
361,0.36,0.24,0.04
362,0.4,0.24,0.04
363,0.0,0.28,0.04
364,0.04,0.28,0.04
365,0.08,0.28,0.04
366,0.12,0.28,0.04
367,0.16,0.28,0.04
368,0.2,0.28,0.04
369,0.24,0.28,0.04
370,0.28,0.28,0.04
371,0.32,0.28,0.04
372,0.36,0.28,0.04
373,0.4,0.28,0.04
374,0.0,0.32,0.04
375,0.04,0.32,0.04
376,0.08,0.32,0.04
377,0.12,0.32,0.04
378,0.16,0.32,0.04
379,0.2,0.32,0.04
380,0.24,0.32,0.04
381,0.28,0.32,0.04
382,0.32,0.32,0.04
383,0.36,0.32,0.04
384,0.4,0.32,0.04
385,0.0,0.36,0.04
386,0.04,0.36,0.04
387,0.08,0.36,0.04
388,0.12,0.36,0.04
389,0.16,0.36,0.04
390,0.2,0.36,0.04
391,0.24,0.36,0.04
392,0.28,0.36,0.04
393,0.32,0.36,0.04
394,0.36,0.36,0.04
395,0.4,0.36,0.04
396,0.0,0.4,0.04
397,0.04,0.4,0.04
398,0.08,0.4,0.04
399,0.12,0.4,0.04
400,0.16,0.4,0.04
401,0.2,0.4,0.04
402,0.24,0.4,0.04
403,0.28,0.4,0.04
404,0.32,0.4,0.04
405,0.36,0.4,0.04
406,0.4,0.4,0.04
407,0.0,0.44,0.04
408,0.04,0.44,0.04
409,0.08,0.44,0.04
410,0.12,0.44,0.04
411,0.16,0.44,0.04
412,0.2,0.44,0.04
413,0.24,0.44,0.04
414,0.28,0.44,0.04
415,0.32,0.44,0.04
416,0.36,0.44,0.04
417,0.4,0.44,0.04
418,0.0,0.48,0.04
419,0.04,0.48,0.04
420,0.08,0.48,0.04
421,0.12,0.48,0.04
