ID,x0,x1,x2,u0,u1,u2
334,1,0,17.5,0,1,2
335,1,1,17.5,0,1,2
336,0,1,17.5,0,1,2
337,0.5,0,19,0,1,2
338,1,0.5,19,0,1,2
339,0.5,1,19,0,1,2
340,0,0.5,19,0,1,2
341,0,0,18.5,0,1,2
342,1,0,18.5,0,1,2
343,1,1,18.5,0,1,2
344,0,1,18.5,0,1,2
345,0.5,0,20,0,1,2
346,1,0.5,20,0,1,2
347,0.5,1,20,0,1,2
348,0,0.5,20,0,1,2
349,0,0,19.5,0,1,2
350,1,0,19.5,0,1,2
351,1,1,19.5,0,1,2
352,0,1,19.5,0,1,2
353,1,1.5,0,0,1,2
354,0.5,2,0,0,1,2
355,0,1.5,0,0,1,2
356,1,1.5,1,0,1,2
357,0.5,2,1,0,1,2
358,0,1.5,1,0,1,2
359,1,2,0.5,0,1,2
360,0,2,0.5,0,1,2
361,1,1.5,2,0,1,2
362,0.5,2,2,0,1,2
363,0,1.5,2,0,1,2
364,1,2,1.5,0,1,2
365,0,2,1.5,0,1,2
366,1,1.5,3,0,1,2
367,0.5,2,3,0,1,2
368,0,1.5,3,0,1,2
369,1,2,2.5,0,1,2
370,0,2,2.5,0,1,2
371,1,1.5,4,0,1,2
372,0.5,2,4,0,1,2
373,0,1.5,4,0,1,2
374,1,2,3.5,0,1,2
375,0,2,3.5,0,1,2
376,1,1.5,5,0,1,2
377,0.5,2,5,0,1,2
378,0,1.5,5,0,1,2
379,1,2,4.5,0,1,2
380,0,2,4.5,0,1,2
381,1,1.5,6,0,1,2
382,0.5,2,6,0,1,2
383,0,1.5,6,0,1,2
384,1,2,5.5,0,1,2
385,0,2,5.5,0,1,2
386,1,1.5,7,0,1,2
387,0.5,2,7,0,1,2
388,0,1.5,7,0,1,2
389,1,2,6.5,0,1,2
390,0,2,6.5,0,1,2
391,1,1.5,8,0,1,2
392,0.5,2,8,0,1,2
393,0,1.5,8,0,1,2
394,1,2,7.5,0,1,2
395,0,2,7.5,0,1,2
396,1,1.5,9,0,1,2
397,0.5,2,9,0,1,2
398,0,1.5,9,0,1,2
399,1,2,8.5,0,1,2
400,0,2,8.5,0,1,2
401,1,1.5,10,0,1,2
402,0.5,2,10,0,1,2
403,0,1.5,10,0,1,2
404,1,2,9.5,0,1,2
405,0,2,9.5,0,1,2
406,1,1.5,11,0,1,2
407,0.5,2,11,0,1,2
408,0,1.5,11,0,1,2
409,1,2,10.5,0,1,2
410,0,2,10.5,0,1,2
411,1,1.5,12,0,1,2
412,0.5,2,12,0,1,2
413,0,1.5,12,0,1,2
414,1,2,11.5,0,1,2
415,0,2,11.5,0,1,2
416,1,1.5,13,0,1,2
417,0.5,2,13,0,1,2
418,0,1.5,13,0,1,2
419,1,2,12.5,0,1,2
420,0,2,12.5,0,1,2
421,1,1.5,14,0,1,2
422,0.5,2,14,0,1,2
423,0,1.5,14,0,1,2
424,1,2,13.5,0,1,2
425,0,2,13.5,0,1,2
426,1,1.5,15,0,1,2
427,0.5,2,15,0,1,2
428,0,1.5,15,0,1,2
429,1,2,14.5,0,1,2
430,0,2,14.5,0,1,2
431,1,1.5,16,0,1,2
432,0.5,2,16,0,1,2
433,0,1.5,16,0,1,2
434,1,2,15.5,0,1,2
435,0,2,15.5,0,1,2
436,1,1.5,17,0,1,2
437,0.5,2,17,0,1,2
438,0,1.5,17,0,1,2
439,1,2,16.5,0,1,2
440,0,2,16.5,0,1,2
441,1,1.5,18,0,1,2
442,0.5,2,18,0,1,2
443,0,1.5,18,0,1,2
444,1,2,17.5,0,1,2
445,0,2,17.5,0,1,2
446,1,1.5,19,0,1,2
447,0.5,2,19,0,1,2
448,0,1.5,19,0,1,2
449,1,2,18.5,0,1,2
450,0,2,18.5,0,1,2
451,1,1.5,20,0,1,2
452,0.5,2,20,0,1,2
453,0,1.5,20,0,1,2
454,1,2,19.5,0,1,2
455,0,2,19.5,0,1,2
456,1.5,0,0,0,1,2
457,2,0.5,0,0,1,2
458,1.5,1,0,0,1,2
459,1.5,0,1,0,1,2
460,2,0.5,1,0,1,2
461,1.5,1,1,0,1,2
462,2,0,0.5,0,1,2
463,2,1,0.5,0,1,2
464,1.5,0,2,0,1,2
465,2,0.5,2,0,1,2
466,1.5,1,2,0,1,2
467,2,0,1.5,0,1,2
468,2,1,1.5,0,1,2
469,1.5,0,3,0,1,2
470,2,0.5,3,0,1,2
471,1.5,1,3,0,1,2
472,2,0,2.5,0,1,2
473,2,1,2.5,0,1,2
474,1.5,0,4,0,1,2
475,2,0.5,4,0,1,2
476,1.5,1,4,0,1,2
477,2,0,3.5,0,1,2
478,2,1,3.5,0,1,2
479,1.5,0,5,0,1,2
480,2,0.5,5,0,1,2
481,1.5,1,5,0,1,2
482,2,0,4.5,0,1,2
483,2,1,4.5,0,1,2
484,1.5,0,6,0,1,2
485,2,0.5,6,0,1,2
486,1.5,1,6,0,1,2
487,2,0,5.5,0,1,2
488,2,1,5.5,0,1,2
489,1.5,0,7,0,1,2
490,2,0.5,7,0,1,2
491,1.5,1,7,0,1,2
492,2,0,6.5,0,1,2
493,2,1,6.5,0,1,2
494,1.5,0,8,0,1,2
495,2,0.5,8,0,1,2
496,1.5,1,8,0,1,2
497,2,0,7.5,0,1,2
498,2,1,7.5,0,1,2
499,1.5,0,9,0,1,2
500,2,0.5,9,0,1,2
501,1.5,1,9,0,1,2
502,2,0,8.5,0,1,2
503,2,1,8.5,0,1,2
504,1.5,0,10,0,1,2
505,2,0.5,10,0,1,2
506,1.5,1,10,0,1,2
507,2,0,9.5,0,1,2
508,2,1,9.5,0,1,2
509,1.5,0,11,0,1,2
510,2,0.5,11,0,1,2
511,1.5,1,11,0,1,2
512,2,0,10.5,0,1,2
513,2,1,10.5,0,1,2
514,1.5,0,12,0,1,2
515,2,0.5,12,0,1,2
516,1.5,1,12,0,1,2
517,2,0,11.5,0,1,2
518,2,1,11.5,0,1,2
519,1.5,0,13,0,1,2
520,2,0.5,13,0,1,2
521,1.5,1,13,0,1,2
522,2,0,12.5,0,1,2
523,2,1,12.5,0,1,2
524,1.5,0,14,0,1,2
525,2,0.5,14,0,1,2
526,1.5,1,14,0,1,2
527,2,0,13.5,0,1,2
528,2,1,13.5,0,1,2
529,1.5,0,15,0,1,2
530,2,0.5,15,0,1,2
531,1.5,1,15,0,1,2
532,2,0,14.5,0,1,2
533,2,1,14.5,0,1,2
534,1.5,0,16,0,1,2
535,2,0.5,16,0,1,2
536,1.5,1,16,0,1,2
537,2,0,15.5,0,1,2
538,2,1,15.5,0,1,2
539,1.5,0,17,0,1,2
540,2,0.5,17,0,1,2
541,1.5,1,17,0,1,2
542,2,0,16.5,0,1,2
543,2,1,16.5,0,1,2
544,1.5,0,18,0,1,2
545,2,0.5,18,0,1,2
546,1.5,1,18,0,1,2
547,2,0,17.5,0,1,2
548,2,1,17.5,0,1,2
549,1.5,0,19,0,1,2
550,2,0.5,19,0,1,2
551,1.5,1,19,0,1,2
552,2,0,18.5,0,1,2
553,2,1,18.5,0,1,2
554,1.5,0,20,0,1,2
555,2,0.5,20,0,1,2
556,1.5,1,20,0,1,2
557,2,0,19.5,0,1,2
558,2,1,19.5,0,1,2
559,2,1.5,0,0,1,2
560,1.5,2,0,0,1,2
561,2,1.5,1,0,1,2
562,1.5,2,1,0,1,2
563,2,2,0.5,0,1,2
564,2,1.5,2,0,1,2
565,1.5,2,2,0,1,2
566,2,2,1.5,0,1,2
567,2,1.5,3,0,1,2
568,1.5,2,3,0,1,2
569,2,2,2.5,0,1,2
570,2,1.5,4,0,1,2
571,1.5,2,4,0,1,2
572,2,2,3.5,0,1,2
573,2,1.5,5,0,1,2
574,1.5,2,5,0,1,2
575,2,2,4.5,0,1,2
576,2,1.5,6,0,1,2
577,1.5,2,6,0,1,2
578,2,2,5.5,0,1,2
579,2,1.5,7,0,1,2
580,1.5,2,7,0,1,2
581,2,2,6.5,0,1,2
582,2,1.5,8,0,1,2
583,1.5,2,8,0,1,2
584,2,2,7.5,0,1,2
585,2,1.5,9,0,1,2
586,1.5,2,9,0,1,2
587,2,2,8.5,0,1,2
588,2,1.5,10,0,1,2
589,1.5,2,10,0,1,2
590,2,2,9.5,0,1,2
591,2,1.5,11,0,1,2
592,1.5,2,11,0,1,2
593,2,2,10.5,0,1,2
594,2,1.5,12,0,1,2
595,1.5,2,12,0,1,2
596,2,2,11.5,0,1,2
597,2,1.5,13,0,1,2
598,1.5,2,13,0,1,2
599,2,2,12.5,0,1,2
600,2,1.5,14,0,1,2
601,1.5,2,14,0,1,2
602,2,2,13.5,0,1,2
603,2,1.5,15,0,1,2
604,1.5,2,15,0,1,2
605,2,2,14.5,0,1,2
606,2,1.5,16,0,1,2
607,1.5,2,16,0,1,2
608,2,2,15.5,0,1,2
609,2,1.5,17,0,1,2
610,1.5,2,17,0,1,2
611,2,2,16.5,0,1,2
612,2,1.5,18,0,1,2
613,1.5,2,18,0,1,2
614,2,2,17.5,0,1,2
615,2,1.5,19,0,1,2
616,1.5,2,19,0,1,2
617,2,2,18.5,0,1,2
618,2,1.5,20,0,1,2
619,1.5,2,20,0,1,2
620,2,2,19.5,0,1,2
