id,ide,E,ƒË,t,rho
696,696,210000,0,0.01,7.80E-06
697,697,210000,0,0.01,7.80E-06
698,698,210000,0,0.01,7.80E-06
699,699,210000,0,0.01,7.80E-06
700,700,210000,0,0.01,7.80E-06
701,701,210000,0,0.01,7.80E-06
702,702,210000,0,0.01,7.80E-06
703,703,210000,0,0.01,7.80E-06
704,704,210000,0,0.01,7.80E-06
705,705,210000,0,0.01,7.80E-06
706,706,210000,0,0.01,7.80E-06
707,707,210000,0,0.01,7.80E-06
708,708,210000,0,0.01,7.80E-06
709,709,210000,0,0.01,7.80E-06
710,710,210000,0,0.01,7.80E-06
711,711,210000,0,0.01,7.80E-06
712,712,210000,0,0.01,7.80E-06
713,713,210000,0,0.01,7.80E-06
714,714,210000,0,0.01,7.80E-06
715,715,210000,0,0.01,7.80E-06
716,716,210000,0,0.01,7.80E-06
717,717,210000,0,0.01,7.80E-06
718,718,210000,0,0.01,7.80E-06
719,719,210000,0,0.01,7.80E-06
720,720,210000,0,0.01,7.80E-06
721,721,210000,0,0.01,7.80E-06
722,722,210000,0,0.01,7.80E-06
723,723,210000,0,0.01,7.80E-06
724,724,210000,0,0.01,7.80E-06
725,725,210000,0,0.01,7.80E-06
726,726,210000,0,0.01,7.80E-06
727,727,210000,0,0.01,7.80E-06
728,728,210000,0,0.01,7.80E-06
729,729,210000,0,0.01,7.80E-06
730,730,210000,0,0.01,7.80E-06
731,731,210000,0,0.01,7.80E-06
732,732,210000,0,0.01,7.80E-06
733,733,210000,0,0.01,7.80E-06
734,734,210000,0,0.01,7.80E-06
735,735,210000,0,0.01,7.80E-06
736,736,210000,0,0.01,7.80E-06
737,737,210000,0,0.01,7.80E-06
738,738,210000,0,0.01,7.80E-06
739,739,210000,0,0.01,7.80E-06
740,740,210000,0,0.01,7.80E-06
741,741,210000,0,0.01,7.80E-06
742,742,210000,0,0.01,7.80E-06
743,743,210000,0,0.01,7.80E-06
744,744,210000,0,0.01,7.80E-06
745,745,210000,0,0.01,7.80E-06
746,746,210000,0,0.01,7.80E-06
747,747,210000,0,0.01,7.80E-06
748,748,210000,0,0.01,7.80E-06
749,749,210000,0,0.01,7.80E-06
750,750,210000,0,0.01,7.80E-06
751,751,210000,0,0.01,7.80E-06
752,752,210000,0,0.01,7.80E-06
753,753,210000,0,0.01,7.80E-06
754,754,210000,0,0.01,7.80E-06
755,755,210000,0,0.01,7.80E-06
756,756,210000,0,0.01,7.80E-06
757,757,210000,0,0.01,7.80E-06
758,758,210000,0,0.01,7.80E-06
759,759,210000,0,0.01,7.80E-06
760,760,210000,0,0.01,7.80E-06
761,761,210000,0,0.01,7.80E-06
762,762,210000,0,0.01,7.80E-06
763,763,210000,0,0.01,7.80E-06
764,764,210000,0,0.01,7.80E-06
765,765,210000,0,0.01,7.80E-06
766,766,210000,0,0.01,7.80E-06
767,767,210000,0,0.01,7.80E-06
768,768,210000,0,0.01,7.80E-06
769,769,210000,0,0.01,7.80E-06
770,770,210000,0,0.01,7.80E-06
771,771,210000,0,0.01,7.80E-06
772,772,210000,0,0.01,7.80E-06
773,773,210000,0,0.01,7.80E-06
774,774,210000,0,0.01,7.80E-06
775,775,210000,0,0.01,7.80E-06
776,776,210000,0,0.01,7.80E-06
777,777,210000,0,0.01,7.80E-06
778,778,210000,0,0.01,7.80E-06
779,779,210000,0,0.01,7.80E-06
780,780,210000,0,0.01,7.80E-06
781,781,210000,0,0.01,7.80E-06
782,782,210000,0,0.01,7.80E-06
783,783,210000,0,0.01,7.80E-06
784,784,210000,0,0.01,7.80E-06
785,785,210000,0,0.01,7.80E-06
786,786,210000,0,0.01,7.80E-06
787,787,210000,0,0.01,7.80E-06
788,788,210000,0,0.01,7.80E-06
789,789,210000,0,0.01,7.80E-06
790,790,210000,0,0.01,7.80E-06
791,791,210000,0,0.01,7.80E-06
792,792,210000,0,0.01,7.80E-06
793,793,210000,0,0.01,7.80E-06
794,794,210000,0,0.01,7.80E-06
795,795,210000,0,0.01,7.80E-06
796,796,210000,0,0.01,7.80E-06
797,797,210000,0,0.01,7.80E-06
798,798,210000,0,0.01,7.80E-06
799,799,210000,0,0.01,7.80E-06
800,800,210000,0,0.01,7.80E-06
801,801,210000,0,0.01,7.80E-06
802,802,210000,0,0.01,7.80E-06
803,803,210000,0,0.01,7.80E-06
804,804,210000,0,0.01,7.80E-06
805,805,210000,0,0.01,7.80E-06
806,806,210000,0,0.01,7.80E-06
807,807,210000,0,0.01,7.80E-06
808,808,210000,0,0.01,7.80E-06
809,809,210000,0,0.01,7.80E-06
810,810,210000,0,0.01,7.80E-06
811,811,210000,0,0.01,7.80E-06
812,812,210000,0,0.01,7.80E-06
813,813,210000,0,0.01,7.80E-06
814,814,210000,0,0.01,7.80E-06
815,815,210000,0,0.01,7.80E-06
816,816,210000,0,0.01,7.80E-06
817,817,210000,0,0.01,7.80E-06
818,818,210000,0,0.01,7.80E-06
819,819,210000,0,0.01,7.80E-06
820,820,210000,0,0.01,7.80E-06
821,821,210000,0,0.01,7.80E-06
822,822,210000,0,0.01,7.80E-06
823,823,210000,0,0.01,7.80E-06
824,824,210000,0,0.01,7.80E-06
825,825,210000,0,0.01,7.80E-06
826,826,210000,0,0.01,7.80E-06
827,827,210000,0,0.01,7.80E-06
828,828,210000,0,0.01,7.80E-06
829,829,210000,0,0.01,7.80E-06
830,830,210000,0,0.01,7.80E-06
831,831,210000,0,0.01,7.80E-06
832,832,210000,0,0.01,7.80E-06
833,833,210000,0,0.01,7.80E-06
834,834,210000,0,0.01,7.80E-06
835,835,210000,0,0.01,7.80E-06
836,836,210000,0,0.01,7.80E-06
837,837,210000,0,0.01,7.80E-06
838,838,210000,0,0.01,7.80E-06
839,839,210000,0,0.01,7.80E-06
840,840,210000,0,0.01,7.80E-06
841,841,210000,0,0.01,7.80E-06
842,842,210000,0,0.01,7.80E-06
843,843,210000,0,0.01,7.80E-06
844,844,210000,0,0.01,7.80E-06
845,845,210000,0,0.01,7.80E-06
846,846,210000,0,0.01,7.80E-06
847,847,210000,0,0.01,7.80E-06
848,848,210000,0,0.01,7.80E-06
849,849,210000,0,0.01,7.80E-06
850,850,210000,0,0.01,7.80E-06
851,851,210000,0,0.01,7.80E-06
852,852,210000,0,0.01,7.80E-06
853,853,210000,0,0.01,7.80E-06
854,854,210000,0,0.01,7.80E-06
855,855,210000,0,0.01,7.80E-06
856,856,210000,0,0.01,7.80E-06
857,857,210000,0,0.01,7.80E-06
858,858,210000,0,0.01,7.80E-06
859,859,210000,0,0.01,7.80E-06
860,860,210000,0,0.01,7.80E-06
861,861,210000,0,0.01,7.80E-06
862,862,210000,0,0.01,7.80E-06
863,863,210000,0,0.01,7.80E-06
864,864,210000,0,0.01,7.80E-06
865,865,210000,0,0.01,7.80E-06
866,866,210000,0,0.01,7.80E-06
867,867,210000,0,0.01,7.80E-06
868,868,210000,0,0.01,7.80E-06
869,869,210000,0,0.01,7.80E-06
870,870,210000,0,0.01,7.80E-06
871,871,210000,0,0.01,7.80E-06
872,872,210000,0,0.01,7.80E-06
873,873,210000,0,0.01,7.80E-06
874,874,210000,0,0.01,7.80E-06
875,875,210000,0,0.01,7.80E-06
876,876,210000,0,0.01,7.80E-06
877,877,210000,0,0.01,7.80E-06
878,878,210000,0,0.01,7.80E-06
879,879,210000,0,0.01,7.80E-06
880,880,210000,0,0.01,7.80E-06
881,881,210000,0,0.01,7.80E-06
882,882,210000,0,0.01,7.80E-06
883,883,210000,0,0.01,7.80E-06
884,884,210000,0,0.01,7.80E-06
885,885,210000,0,0.01,7.80E-06
886,886,210000,0,0.01,7.80E-06
887,887,210000,0,0.01,7.80E-06
888,888,210000,0,0.01,7.80E-06
889,889,210000,0,0.01,7.80E-06
890,890,210000,0,0.01,7.80E-06
891,891,210000,0,0.01,7.80E-06
892,892,210000,0,0.01,7.80E-06
893,893,210000,0,0.01,7.80E-06
894,894,210000,0,0.01,7.80E-06
895,895,210000,0,0.01,7.80E-06
896,896,210000,0,0.01,7.80E-06
897,897,210000,0,0.01,7.80E-06
898,898,210000,0,0.01,7.80E-06
899,899,210000,0,0.01,7.80E-06
900,900,210000,0,0.01,7.80E-06
901,901,210000,0,0.01,7.80E-06
902,902,210000,0,0.01,7.80E-06
903,903,210000,0,0.01,7.80E-06
904,904,210000,0,0.01,7.80E-06
905,905,210000,0,0.01,7.80E-06
906,906,210000,0,0.01,7.80E-06
907,907,210000,0,0.01,7.80E-06
908,908,210000,0,0.01,7.80E-06
909,909,210000,0,0.01,7.80E-06
910,910,210000,0,0.01,7.80E-06
911,911,210000,0,0.01,7.80E-06
912,912,210000,0,0.01,7.80E-06
913,913,210000,0,0.01,7.80E-06
914,914,210000,0,0.01,7.80E-06
915,915,210000,0,0.01,7.80E-06
916,916,210000,0,0.01,7.80E-06
917,917,210000,0,0.01,7.80E-06
918,918,210000,0,0.01,7.80E-06
919,919,210000,0,0.01,7.80E-06
920,920,210000,0,0.01,7.80E-06
921,921,210000,0,0.01,7.80E-06
922,922,210000,0,0.01,7.80E-06
923,923,210000,0,0.01,7.80E-06
924,924,210000,0,0.01,7.80E-06
925,925,210000,0,0.01,7.80E-06
926,926,210000,0,0.01,7.80E-06
927,927,210000,0,0.01,7.80E-06
928,928,210000,0,0.01,7.80E-06
929,929,210000,0,0.01,7.80E-06
930,930,210000,0,0.01,7.80E-06
931,931,210000,0,0.01,7.80E-06
932,932,210000,0,0.01,7.80E-06
933,933,210000,0,0.01,7.80E-06
934,934,210000,0,0.01,7.80E-06
935,935,210000,0,0.01,7.80E-06
936,936,210000,0,0.01,7.80E-06
937,937,210000,0,0.01,7.80E-06
938,938,210000,0,0.01,7.80E-06
939,939,210000,0,0.01,7.80E-06
940,940,210000,0,0.01,7.80E-06
941,941,210000,0,0.01,7.80E-06
942,942,210000,0,0.01,7.80E-06
943,943,210000,0,0.01,7.80E-06
944,944,210000,0,0.01,7.80E-06
945,945,210000,0,0.01,7.80E-06
946,946,210000,0,0.01,7.80E-06
947,947,210000,0,0.01,7.80E-06
948,948,210000,0,0.01,7.80E-06
949,949,210000,0,0.01,7.80E-06
950,950,210000,0,0.01,7.80E-06
951,951,210000,0,0.01,7.80E-06
952,952,210000,0,0.01,7.80E-06
953,953,210000,0,0.01,7.80E-06
954,954,210000,0,0.01,7.80E-06
955,955,210000,0,0.01,7.80E-06
956,956,210000,0,0.01,7.80E-06
957,957,210000,0,0.01,7.80E-06
958,958,210000,0,0.01,7.80E-06
959,959,210000,0,0.01,7.80E-06
960,960,210000,0,0.01,7.80E-06
961,961,210000,0,0.01,7.80E-06
962,962,210000,0,0.01,7.80E-06
963,963,210000,0,0.01,7.80E-06
964,964,210000,0,0.01,7.80E-06
965,965,210000,0,0.01,7.80E-06
966,966,210000,0,0.01,7.80E-06
967,967,210000,0,0.01,7.80E-06
968,968,210000,0,0.01,7.80E-06
969,969,210000,0,0.01,7.80E-06
970,970,210000,0,0.01,7.80E-06
971,971,210000,0,0.01,7.80E-06
972,972,210000,0,0.01,7.80E-06
973,973,210000,0,0.01,7.80E-06
974,974,210000,0,0.01,7.80E-06
975,975,210000,0,0.01,7.80E-06
976,976,210000,0,0.01,7.80E-06
977,977,210000,0,0.01,7.80E-06
978,978,210000,0,0.01,7.80E-06
979,979,210000,0,0.01,7.80E-06
980,980,210000,0,0.01,7.80E-06
981,981,210000,0,0.01,7.80E-06
982,982,210000,0,0.01,7.80E-06
983,983,210000,0,0.01,7.80E-06
984,984,210000,0,0.01,7.80E-06
985,985,210000,0,0.01,7.80E-06
986,986,210000,0,0.01,7.80E-06
987,987,210000,0,0.01,7.80E-06
988,988,210000,0,0.01,7.80E-06
989,989,210000,0,0.01,7.80E-06
990,990,210000,0,0.01,7.80E-06
991,991,210000,0,0.01,7.80E-06
992,992,210000,0,0.01,7.80E-06
993,993,210000,0,0.01,7.80E-06
994,994,210000,0,0.01,7.80E-06
995,995,210000,0,0.01,7.80E-06
996,996,210000,0,0.01,7.80E-06
997,997,210000,0,0.01,7.80E-06
998,998,210000,0,0.01,7.80E-06
999,999,210000,0,0.01,7.80E-06
1000,1000,210000,0,0.01,7.80E-06
1001,1001,210000,0,0.01,7.80E-06
1002,1002,210000,0,0.01,7.80E-06
1003,1003,210000,0,0.01,7.80E-06
1004,1004,210000,0,0.01,7.80E-06
1005,1005,210000,0,0.01,7.80E-06
1006,1006,210000,0,0.01,7.80E-06
1007,1007,210000,0,0.01,7.80E-06
1008,1008,210000,0,0.01,7.80E-06
1009,1009,210000,0,0.01,7.80E-06
1010,1010,210000,0,0.01,7.80E-06
1011,1011,210000,0,0.01,7.80E-06
1012,1012,210000,0,0.01,7.80E-06
1013,1013,210000,0,0.01,7.80E-06
1014,1014,210000,0,0.01,7.80E-06
1015,1015,210000,0,0.01,7.80E-06
1016,1016,210000,0,0.01,7.80E-06
1017,1017,210000,0,0.01,7.80E-06
1018,1018,210000,0,0.01,7.80E-06
1019,1019,210000,0,0.01,7.80E-06
1020,1020,210000,0,0.01,7.80E-06
1021,1021,210000,0,0.01,7.80E-06
1022,1022,210000,0,0.01,7.80E-06
1023,1023,210000,0,0.01,7.80E-06
1024,1024,210000,0,0.01,7.80E-06
1025,1025,210000,0,0.01,7.80E-06
1026,1026,210000,0,0.01,7.80E-06
1027,1027,210000,0,0.01,7.80E-06
1028,1028,210000,0,0.01,7.80E-06
1029,1029,210000,0,0.01,7.80E-06
1030,1030,210000,0,0.01,7.80E-06
1031,1031,210000,0,0.01,7.80E-06
1032,1032,210000,0,0.01,7.80E-06
1033,1033,210000,0,0.01,7.80E-06
1034,1034,210000,0,0.01,7.80E-06
1035,1035,210000,0,0.01,7.80E-06
1036,1036,210000,0,0.01,7.80E-06
1037,1037,210000,0,0.01,7.80E-06
1038,1038,210000,0,0.01,7.80E-06
1039,1039,210000,0,0.01,7.80E-06
1040,1040,210000,0,0.01,7.80E-06
1041,1041,210000,0,0.01,7.80E-06
1042,1042,210000,0,0.01,7.80E-06
1043,1043,210000,0,0.01,7.80E-06
1044,1044,210000,0,0.01,7.80E-06
1045,1045,210000,0,0.01,7.80E-06
1046,1046,210000,0,0.01,7.80E-06
1047,1047,210000,0,0.01,7.80E-06
1048,1048,210000,0,0.01,7.80E-06
1049,1049,210000,0,0.01,7.80E-06
1050,1050,210000,0,0.01,7.80E-06
1051,1051,210000,0,0.01,7.80E-06
1052,1052,210000,0,0.01,7.80E-06
1053,1053,210000,0,0.01,7.80E-06
1054,1054,210000,0,0.01,7.80E-06
1055,1055,210000,0,0.01,7.80E-06
1056,1056,210000,0,0.01,7.80E-06
1057,1057,210000,0,0.01,7.80E-06
1058,1058,210000,0,0.01,7.80E-06
1059,1059,210000,0,0.01,7.80E-06
1060,1060,210000,0,0.01,7.80E-06
1061,1061,210000,0,0.01,7.80E-06
1062,1062,210000,0,0.01,7.80E-06
1063,1063,210000,0,0.01,7.80E-06
1064,1064,210000,0,0.01,7.80E-06
1065,1065,210000,0,0.01,7.80E-06
1066,1066,210000,0,0.01,7.80E-06
1067,1067,210000,0,0.01,7.80E-06
1068,1068,210000,0,0.01,7.80E-06
1069,1069,210000,0,0.01,7.80E-06
1070,1070,210000,0,0.01,7.80E-06
1071,1071,210000,0,0.01,7.80E-06
1072,1072,210000,0,0.01,7.80E-06
1073,1073,210000,0,0.01,7.80E-06
1074,1074,210000,0,0.01,7.80E-06
1075,1075,210000,0,0.01,7.80E-06
1076,1076,210000,0,0.01,7.80E-06
1077,1077,210000,0,0.01,7.80E-06
1078,1078,210000,0,0.01,7.80E-06
1079,1079,210000,0,0.01,7.80E-06
1080,1080,210000,0,0.01,7.80E-06
1081,1081,210000,0,0.01,7.80E-06
1082,1082,210000,0,0.01,7.80E-06
1083,1083,210000,0,0.01,7.80E-06
1084,1084,210000,0,0.01,7.80E-06
1085,1085,210000,0,0.01,7.80E-06
1086,1086,210000,0,0.01,7.80E-06
1087,1087,210000,0,0.01,7.80E-06
1088,1088,210000,0,0.01,7.80E-06
1089,1089,210000,0,0.01,7.80E-06
1090,1090,210000,0,0.01,7.80E-06
1091,1091,210000,0,0.01,7.80E-06
1092,1092,210000,0,0.01,7.80E-06
1093,1093,210000,0,0.01,7.80E-06
1094,1094,210000,0,0.01,7.80E-06
1095,1095,210000,0,0.01,7.80E-06
1096,1096,210000,0,0.01,7.80E-06
1097,1097,210000,0,0.01,7.80E-06
1098,1098,210000,0,0.01,7.80E-06
1099,1099,210000,0,0.01,7.80E-06
1100,1100,210000,0,0.01,7.80E-06
1101,1101,210000,0,0.01,7.80E-06
1102,1102,210000,0,0.01,7.80E-06
1103,1103,210000,0,0.01,7.80E-06
1104,1104,210000,0,0.01,7.80E-06
1105,1105,210000,0,0.01,7.80E-06
1106,1106,210000,0,0.01,7.80E-06
1107,1107,210000,0,0.01,7.80E-06
1108,1108,210000,0,0.01,7.80E-06
1109,1109,210000,0,0.01,7.80E-06
1110,1110,210000,0,0.01,7.80E-06
1111,1111,210000,0,0.01,7.80E-06
1112,1112,210000,0,0.01,7.80E-06
1113,1113,210000,0,0.01,7.80E-06
1114,1114,210000,0,0.01,7.80E-06
1115,1115,210000,0,0.01,7.80E-06
1116,1116,210000,0,0.01,7.80E-06
1117,1117,210000,0,0.01,7.80E-06
1118,1118,210000,0,0.01,7.80E-06
1119,1119,210000,0,0.01,7.80E-06
1120,1120,210000,0,0.01,7.80E-06
1121,1121,210000,0,0.01,7.80E-06
1122,1122,210000,0,0.01,7.80E-06
1123,1123,210000,0,0.01,7.80E-06
1124,1124,210000,0,0.01,7.80E-06
1125,1125,210000,0,0.01,7.80E-06
1126,1126,210000,0,0.01,7.80E-06
1127,1127,210000,0,0.01,7.80E-06
1128,1128,210000,0,0.01,7.80E-06
1129,1129,210000,0,0.01,7.80E-06
1130,1130,210000,0,0.01,7.80E-06
1131,1131,210000,0,0.01,7.80E-06
1132,1132,210000,0,0.01,7.80E-06
1133,1133,210000,0,0.01,7.80E-06
1134,1134,210000,0,0.01,7.80E-06
1135,1135,210000,0,0.01,7.80E-06
1136,1136,210000,0,0.01,7.80E-06
1137,1137,210000,0,0.01,7.80E-06
1138,1138,210000,0,0.01,7.80E-06
1139,1139,210000,0,0.01,7.80E-06
1140,1140,210000,0,0.01,7.80E-06
1141,1141,210000,0,0.01,7.80E-06
1142,1142,210000,0,0.01,7.80E-06
1143,1143,210000,0,0.01,7.80E-06
1144,1144,210000,0,0.01,7.80E-06
1145,1145,210000,0,0.01,7.80E-06
1146,1146,210000,0,0.01,7.80E-06
1147,1147,210000,0,0.01,7.80E-06
1148,1148,210000,0,0.01,7.80E-06
1149,1149,210000,0,0.01,7.80E-06
1150,1150,210000,0,0.01,7.80E-06
1151,1151,210000,0,0.01,7.80E-06
1152,1152,210000,0,0.01,7.80E-06
1153,1153,210000,0,0.01,7.80E-06
1154,1154,210000,0,0.01,7.80E-06
1155,1155,210000,0,0.01,7.80E-06
1156,1156,210000,0,0.01,7.80E-06
1157,1157,210000,0,0.01,7.80E-06
1158,1158,210000,0,0.01,7.80E-06
1159,1159,210000,0,0.01,7.80E-06
1160,1160,210000,0,0.01,7.80E-06
1161,1161,210000,0,0.01,7.80E-06
1162,1162,210000,0,0.01,7.80E-06
1163,1163,210000,0,0.01,7.80E-06
1164,1164,210000,0,0.01,7.80E-06
1165,1165,210000,0,0.01,7.80E-06
1166,1166,210000,0,0.01,7.80E-06
1167,1167,210000,0,0.01,7.80E-06
1168,1168,210000,0,0.01,7.80E-06
1169,1169,210000,0,0.01,7.80E-06
1170,1170,210000,0,0.01,7.80E-06
1171,1171,210000,0,0.01,7.80E-06
1172,1172,210000,0,0.01,7.80E-06
1173,1173,210000,0,0.01,7.80E-06
1174,1174,210000,0,0.01,7.80E-06
1175,1175,210000,0,0.01,7.80E-06
1176,1176,210000,0,0.01,7.80E-06
1177,1177,210000,0,0.01,7.80E-06
1178,1178,210000,0,0.01,7.80E-06
1179,1179,210000,0,0.01,7.80E-06
1180,1180,210000,0,0.01,7.80E-06
1181,1181,210000,0,0.01,7.80E-06
1182,1182,210000,0,0.01,7.80E-06
1183,1183,210000,0,0.01,7.80E-06
1184,1184,210000,0,0.01,7.80E-06
1185,1185,210000,0,0.01,7.80E-06
1186,1186,210000,0,0.01,7.80E-06
1187,1187,210000,0,0.01,7.80E-06
1188,1188,210000,0,0.01,7.80E-06
1189,1189,210000,0,0.01,7.80E-06
1190,1190,210000,0,0.01,7.80E-06
1191,1191,210000,0,0.01,7.80E-06
1192,1192,210000,0,0.01,7.80E-06
1193,1193,210000,0,0.01,7.80E-06
1194,1194,210000,0,0.01,7.80E-06
1195,1195,210000,0,0.01,7.80E-06
1196,1196,210000,0,0.01,7.80E-06
1197,1197,210000,0,0.01,7.80E-06
1198,1198,210000,0,0.01,7.80E-06
1199,1199,210000,0,0.01,7.80E-06
1200,1200,210000,0,0.01,7.80E-06
1201,1201,210000,0,0.01,7.80E-06
1202,1202,210000,0,0.01,7.80E-06
1203,1203,210000,0,0.01,7.80E-06
1204,1204,210000,0,0.01,7.80E-06
1205,1205,210000,0,0.01,7.80E-06
1206,1206,210000,0,0.01,7.80E-06
1207,1207,210000,0,0.01,7.80E-06
1208,1208,210000,0,0.01,7.80E-06
1209,1209,210000,0,0.01,7.80E-06
1210,1210,210000,0,0.01,7.80E-06
1211,1211,210000,0,0.01,7.80E-06
1212,1212,210000,0,0.01,7.80E-06
1213,1213,210000,0,0.01,7.80E-06
1214,1214,210000,0,0.01,7.80E-06
1215,1215,210000,0,0.01,7.80E-06
1216,1216,210000,0,0.01,7.80E-06
1217,1217,210000,0,0.01,7.80E-06
1218,1218,210000,0,0.01,7.80E-06
1219,1219,210000,0,0.01,7.80E-06
1220,1220,210000,0,0.01,7.80E-06
1221,1221,210000,0,0.01,7.80E-06
1222,1222,210000,0,0.01,7.80E-06
1223,1223,210000,0,0.01,7.80E-06
1224,1224,210000,0,0.01,7.80E-06
1225,1225,210000,0,0.01,7.80E-06
1226,1226,210000,0,0.01,7.80E-06
1227,1227,210000,0,0.01,7.80E-06
1228,1228,210000,0,0.01,7.80E-06
1229,1229,210000,0,0.01,7.80E-06
1230,1230,210000,0,0.01,7.80E-06
1231,1231,210000,0,0.01,7.80E-06
1232,1232,210000,0,0.01,7.80E-06
1233,1233,210000,0,0.01,7.80E-06
1234,1234,210000,0,0.01,7.80E-06
1235,1235,210000,0,0.01,7.80E-06
1236,1236,210000,0,0.01,7.80E-06
1237,1237,210000,0,0.01,7.80E-06
1238,1238,210000,0,0.01,7.80E-06
1239,1239,210000,0,0.01,7.80E-06
1240,1240,210000,0,0.01,7.80E-06
1241,1241,210000,0,0.01,7.80E-06
1242,1242,210000,0,0.01,7.80E-06
1243,1243,210000,0,0.01,7.80E-06
1244,1244,210000,0,0.01,7.80E-06
1245,1245,210000,0,0.01,7.80E-06
1246,1246,210000,0,0.01,7.80E-06
1247,1247,210000,0,0.01,7.80E-06
1248,1248,210000,0,0.01,7.80E-06
1249,1249,210000,0,0.01,7.80E-06
1250,1250,210000,0,0.01,7.80E-06
1251,1251,210000,0,0.01,7.80E-06
1252,1252,210000,0,0.01,7.80E-06
1253,1253,210000,0,0.01,7.80E-06
1254,1254,210000,0,0.01,7.80E-06
1255,1255,210000,0,0.01,7.80E-06
1256,1256,210000,0,0.01,7.80E-06
1257,1257,210000,0,0.01,7.80E-06
1258,1258,210000,0,0.01,7.80E-06
1259,1259,210000,0,0.01,7.80E-06
1260,1260,210000,0,0.01,7.80E-06
1261,1261,210000,0,0.01,7.80E-06
1262,1262,210000,0,0.01,7.80E-06
1263,1263,210000,0,0.01,7.80E-06
1264,1264,210000,0,0.01,7.80E-06
1265,1265,210000,0,0.01,7.80E-06
1266,1266,210000,0,0.01,7.80E-06
1267,1267,210000,0,0.01,7.80E-06
1268,1268,210000,0,0.01,7.80E-06
1269,1269,210000,0,0.01,7.80E-06
1270,1270,210000,0,0.01,7.80E-06
1271,1271,210000,0,0.01,7.80E-06
1272,1272,210000,0,0.01,7.80E-06
1273,1273,210000,0,0.01,7.80E-06
1274,1274,210000,0,0.01,7.80E-06
1275,1275,210000,0,0.01,7.80E-06
1276,1276,210000,0,0.01,7.80E-06
1277,1277,210000,0,0.01,7.80E-06
1278,1278,210000,0,0.01,7.80E-06
1279,1279,210000,0,0.01,7.80E-06
1280,1280,210000,0,0.01,7.80E-06
1281,1281,210000,0,0.01,7.80E-06
1282,1282,210000,0,0.01,7.80E-06
1283,1283,210000,0,0.01,7.80E-06
1284,1284,210000,0,0.01,7.80E-06
1285,1285,210000,0,0.01,7.80E-06
1286,1286,210000,0,0.01,7.80E-06
1287,1287,210000,0,0.01,7.80E-06
1288,1288,210000,0,0.01,7.80E-06
1289,1289,210000,0,0.01,7.80E-06
1290,1290,210000,0,0.01,7.80E-06
1291,1291,210000,0,0.01,7.80E-06
1292,1292,210000,0,0.01,7.80E-06
1293,1293,210000,0,0.01,7.80E-06
1294,1294,210000,0,0.01,7.80E-06
1295,1295,210000,0,0.01,7.80E-06
1296,1296,210000,0,0.01,7.80E-06
1297,1297,210000,0,0.01,7.80E-06
1298,1298,210000,0,0.01,7.80E-06
1299,1299,210000,0,0.01,7.80E-06
1300,1300,210000,0,0.01,7.80E-06
1301,1301,210000,0,0.01,7.80E-06
1302,1302,210000,0,0.01,7.80E-06
1303,1303,210000,0,0.01,7.80E-06
1304,1304,210000,0,0.01,7.80E-06
1305,1305,210000,0,0.01,7.80E-06
1306,1306,210000,0,0.01,7.80E-06
1307,1307,210000,0,0.01,7.80E-06
1308,1308,210000,0,0.01,7.80E-06
1309,1309,210000,0,0.01,7.80E-06
1310,1310,210000,0,0.01,7.80E-06
1311,1311,210000,0,0.01,7.80E-06
1312,1312,210000,0,0.01,7.80E-06
1313,1313,210000,0,0.01,7.80E-06
1314,1314,210000,0,0.01,7.80E-06
1315,1315,210000,0,0.01,7.80E-06
1316,1316,210000,0,0.01,7.80E-06
1317,1317,210000,0,0.01,7.80E-06
1318,1318,210000,0,0.01,7.80E-06
1319,1319,210000,0,0.01,7.80E-06
1320,1320,210000,0,0.01,7.80E-06
1321,1321,210000,0,0.01,7.80E-06
1322,1322,210000,0,0.01,7.80E-06
1323,1323,210000,0,0.01,7.80E-06
1324,1324,210000,0,0.01,7.80E-06
1325,1325,210000,0,0.01,7.80E-06
1326,1326,210000,0,0.01,7.80E-06
1327,1327,210000,0,0.01,7.80E-06
1328,1328,210000,0,0.01,7.80E-06
1329,1329,210000,0,0.01,7.80E-06
1330,1330,210000,0,0.01,7.80E-06
1331,1331,210000,0,0.01,7.80E-06
1332,1332,210000,0,0.01,7.80E-06
1333,1333,210000,0,0.01,7.80E-06
1334,1334,210000,0,0.01,7.80E-06
1335,1335,210000,0,0.01,7.80E-06
1336,1336,210000,0,0.01,7.80E-06
1337,1337,210000,0,0.01,7.80E-06
1338,1338,210000,0,0.01,7.80E-06
1339,1339,210000,0,0.01,7.80E-06
1340,1340,210000,0,0.01,7.80E-06
1341,1341,210000,0,0.01,7.80E-06
1342,1342,210000,0,0.01,7.80E-06
1343,1343,210000,0,0.01,7.80E-06
1344,1344,210000,0,0.01,7.80E-06
1345,1345,210000,0,0.01,7.80E-06
1346,1346,210000,0,0.01,7.80E-06
1347,1347,210000,0,0.01,7.80E-06
1348,1348,210000,0,0.01,7.80E-06
1349,1349,210000,0,0.01,7.80E-06
1350,1350,210000,0,0.01,7.80E-06
1351,1351,210000,0,0.01,7.80E-06
1352,1352,210000,0,0.01,7.80E-06
1353,1353,210000,0,0.01,7.80E-06
1354,1354,210000,0,0.01,7.80E-06
1355,1355,210000,0,0.01,7.80E-06
1356,1356,210000,0,0.01,7.80E-06
1357,1357,210000,0,0.01,7.80E-06
1358,1358,210000,0,0.01,7.80E-06
