id,ide,E,ƒË,t,rho
1359,1359,210000,0,0.01,7.80E-06
1360,1360,210000,0,0.01,7.80E-06
1361,1361,210000,0,0.01,7.80E-06
1362,1362,210000,0,0.01,7.80E-06
1363,1363,210000,0,0.01,7.80E-06
1364,1364,210000,0,0.01,7.80E-06
1365,1365,210000,0,0.01,7.80E-06
1366,1366,210000,0,0.01,7.80E-06
1367,1367,210000,0,0.01,7.80E-06
1368,1368,210000,0,0.01,7.80E-06
1369,1369,210000,0,0.01,7.80E-06
1370,1370,210000,0,0.01,7.80E-06
1371,1371,210000,0,0.01,7.80E-06
1372,1372,210000,0,0.01,7.80E-06
1373,1373,210000,0,0.01,7.80E-06
1374,1374,210000,0,0.01,7.80E-06
1375,1375,210000,0,0.01,7.80E-06
1376,1376,210000,0,0.01,7.80E-06
1377,1377,210000,0,0.01,7.80E-06
1378,1378,210000,0,0.01,7.80E-06
1379,1379,210000,0,0.01,7.80E-06
1380,1380,210000,0,0.01,7.80E-06
1381,1381,210000,0,0.01,7.80E-06
1382,1382,210000,0,0.01,7.80E-06
1383,1383,210000,0,0.01,7.80E-06
1384,1384,210000,0,0.01,7.80E-06
1385,1385,210000,0,0.01,7.80E-06
1386,1386,210000,0,0.01,7.80E-06
1387,1387,210000,0,0.01,7.80E-06
1388,1388,210000,0,0.01,7.80E-06
1389,1389,210000,0,0.01,7.80E-06
1390,1390,210000,0,0.01,7.80E-06
1391,1391,210000,0,0.01,7.80E-06
1392,1392,210000,0,0.01,7.80E-06
1393,1393,210000,0,0.01,7.80E-06
1394,1394,210000,0,0.01,7.80E-06
1395,1395,210000,0,0.01,7.80E-06
1396,1396,210000,0,0.01,7.80E-06
1397,1397,210000,0,0.01,7.80E-06
1398,1398,210000,0,0.01,7.80E-06
1399,1399,210000,0,0.01,7.80E-06
1400,1400,210000,0,0.01,7.80E-06
1401,1401,210000,0,0.01,7.80E-06
1402,1402,210000,0,0.01,7.80E-06
1403,1403,210000,0,0.01,7.80E-06
1404,1404,210000,0,0.01,7.80E-06
1405,1405,210000,0,0.01,7.80E-06
1406,1406,210000,0,0.01,7.80E-06
1407,1407,210000,0,0.01,7.80E-06
1408,1408,210000,0,0.01,7.80E-06
1409,1409,210000,0,0.01,7.80E-06
1410,1410,210000,0,0.01,7.80E-06
1411,1411,210000,0,0.01,7.80E-06
1412,1412,210000,0,0.01,7.80E-06
1413,1413,210000,0,0.01,7.80E-06
1414,1414,210000,0,0.01,7.80E-06
1415,1415,210000,0,0.01,7.80E-06
1416,1416,210000,0,0.01,7.80E-06
1417,1417,210000,0,0.01,7.80E-06
1418,1418,210000,0,0.01,7.80E-06
1419,1419,210000,0,0.01,7.80E-06
1420,1420,210000,0,0.01,7.80E-06
1421,1421,210000,0,0.01,7.80E-06
1422,1422,210000,0,0.01,7.80E-06
1423,1423,210000,0,0.01,7.80E-06
1424,1424,210000,0,0.01,7.80E-06
1425,1425,210000,0,0.01,7.80E-06
1426,1426,210000,0,0.01,7.80E-06
1427,1427,210000,0,0.01,7.80E-06
1428,1428,210000,0,0.01,7.80E-06
1429,1429,210000,0,0.01,7.80E-06
1430,1430,210000,0,0.01,7.80E-06
1431,1431,210000,0,0.01,7.80E-06
1432,1432,210000,0,0.01,7.80E-06
1433,1433,210000,0,0.01,7.80E-06
1434,1434,210000,0,0.01,7.80E-06
1435,1435,210000,0,0.01,7.80E-06
1436,1436,210000,0,0.01,7.80E-06
1437,1437,210000,0,0.01,7.80E-06
1438,1438,210000,0,0.01,7.80E-06
1439,1439,210000,0,0.01,7.80E-06
1440,1440,210000,0,0.01,7.80E-06
1441,1441,210000,0,0.01,7.80E-06
1442,1442,210000,0,0.01,7.80E-06
1443,1443,210000,0,0.01,7.80E-06
1444,1444,210000,0,0.01,7.80E-06
1445,1445,210000,0,0.01,7.80E-06
1446,1446,210000,0,0.01,7.80E-06
1447,1447,210000,0,0.01,7.80E-06
1448,1448,210000,0,0.01,7.80E-06
1449,1449,210000,0,0.01,7.80E-06
1450,1450,210000,0,0.01,7.80E-06
1451,1451,210000,0,0.01,7.80E-06
1452,1452,210000,0,0.01,7.80E-06
1453,1453,210000,0,0.01,7.80E-06
1454,1454,210000,0,0.01,7.80E-06
1455,1455,210000,0,0.01,7.80E-06
1456,1456,210000,0,0.01,7.80E-06
1457,1457,210000,0,0.01,7.80E-06
1458,1458,210000,0,0.01,7.80E-06
1459,1459,210000,0,0.01,7.80E-06
1460,1460,210000,0,0.01,7.80E-06
1461,1461,210000,0,0.01,7.80E-06
1462,1462,210000,0,0.01,7.80E-06
1463,1463,210000,0,0.01,7.80E-06
1464,1464,210000,0,0.01,7.80E-06
1465,1465,210000,0,0.01,7.80E-06
1466,1466,210000,0,0.01,7.80E-06
1467,1467,210000,0,0.01,7.80E-06
1468,1468,210000,0,0.01,7.80E-06
1469,1469,210000,0,0.01,7.80E-06
1470,1470,210000,0,0.01,7.80E-06
1471,1471,210000,0,0.01,7.80E-06
1472,1472,210000,0,0.01,7.80E-06
1473,1473,210000,0,0.01,7.80E-06
1474,1474,210000,0,0.01,7.80E-06
1475,1475,210000,0,0.01,7.80E-06
1476,1476,210000,0,0.01,7.80E-06
1477,1477,210000,0,0.01,7.80E-06
1478,1478,210000,0,0.01,7.80E-06
1479,1479,210000,0,0.01,7.80E-06
1480,1480,210000,0,0.01,7.80E-06
1481,1481,210000,0,0.01,7.80E-06
1482,1482,210000,0,0.01,7.80E-06
1483,1483,210000,0,0.01,7.80E-06
1484,1484,210000,0,0.01,7.80E-06
1485,1485,210000,0,0.01,7.80E-06
1486,1486,210000,0,0.01,7.80E-06
1487,1487,210000,0,0.01,7.80E-06
1488,1488,210000,0,0.01,7.80E-06
1489,1489,210000,0,0.01,7.80E-06
1490,1490,210000,0,0.01,7.80E-06
1491,1491,210000,0,0.01,7.80E-06
1492,1492,210000,0,0.01,7.80E-06
1493,1493,210000,0,0.01,7.80E-06
1494,1494,210000,0,0.01,7.80E-06
1495,1495,210000,0,0.01,7.80E-06
1496,1496,210000,0,0.01,7.80E-06
1497,1497,210000,0,0.01,7.80E-06
1498,1498,210000,0,0.01,7.80E-06
1499,1499,210000,0,0.01,7.80E-06
1500,1500,210000,0,0.01,7.80E-06
1501,1501,210000,0,0.01,7.80E-06
1502,1502,210000,0,0.01,7.80E-06
1503,1503,210000,0,0.01,7.80E-06
1504,1504,210000,0,0.01,7.80E-06
1505,1505,210000,0,0.01,7.80E-06
1506,1506,210000,0,0.01,7.80E-06
1507,1507,210000,0,0.01,7.80E-06
1508,1508,210000,0,0.01,7.80E-06
1509,1509,210000,0,0.01,7.80E-06
1510,1510,210000,0,0.01,7.80E-06
1511,1511,210000,0,0.01,7.80E-06
1512,1512,210000,0,0.01,7.80E-06
1513,1513,210000,0,0.01,7.80E-06
1514,1514,210000,0,0.01,7.80E-06
1515,1515,210000,0,0.01,7.80E-06
1516,1516,210000,0,0.01,7.80E-06
1517,1517,210000,0,0.01,7.80E-06
1518,1518,210000,0,0.01,7.80E-06
1519,1519,210000,0,0.01,7.80E-06
1520,1520,210000,0,0.01,7.80E-06
1521,1521,210000,0,0.01,7.80E-06
1522,1522,210000,0,0.01,7.80E-06
1523,1523,210000,0,0.01,7.80E-06
1524,1524,210000,0,0.01,7.80E-06
1525,1525,210000,0,0.01,7.80E-06
1526,1526,210000,0,0.01,7.80E-06
1527,1527,210000,0,0.01,7.80E-06
1528,1528,210000,0,0.01,7.80E-06
1529,1529,210000,0,0.01,7.80E-06
1530,1530,210000,0,0.01,7.80E-06
1531,1531,210000,0,0.01,7.80E-06
1532,1532,210000,0,0.01,7.80E-06
1533,1533,210000,0,0.01,7.80E-06
1534,1534,210000,0,0.01,7.80E-06
1535,1535,210000,0,0.01,7.80E-06
1536,1536,210000,0,0.01,7.80E-06
1537,1537,210000,0,0.01,7.80E-06
1538,1538,210000,0,0.01,7.80E-06
1539,1539,210000,0,0.01,7.80E-06
1540,1540,210000,0,0.01,7.80E-06
1541,1541,210000,0,0.01,7.80E-06
1542,1542,210000,0,0.01,7.80E-06
1543,1543,210000,0,0.01,7.80E-06
1544,1544,210000,0,0.01,7.80E-06
1545,1545,210000,0,0.01,7.80E-06
1546,1546,210000,0,0.01,7.80E-06
1547,1547,210000,0,0.01,7.80E-06
1548,1548,210000,0,0.01,7.80E-06
1549,1549,210000,0,0.01,7.80E-06
1550,1550,210000,0,0.01,7.80E-06
1551,1551,210000,0,0.01,7.80E-06
1552,1552,210000,0,0.01,7.80E-06
1553,1553,210000,0,0.01,7.80E-06
1554,1554,210000,0,0.01,7.80E-06
1555,1555,210000,0,0.01,7.80E-06
1556,1556,210000,0,0.01,7.80E-06
1557,1557,210000,0,0.01,7.80E-06
1558,1558,210000,0,0.01,7.80E-06
1559,1559,210000,0,0.01,7.80E-06
1560,1560,210000,0,0.01,7.80E-06
1561,1561,210000,0,0.01,7.80E-06
1562,1562,210000,0,0.01,7.80E-06
1563,1563,210000,0,0.01,7.80E-06
1564,1564,210000,0,0.01,7.80E-06
1565,1565,210000,0,0.01,7.80E-06
1566,1566,210000,0,0.01,7.80E-06
1567,1567,210000,0,0.01,7.80E-06
1568,1568,210000,0,0.01,7.80E-06
1569,1569,210000,0,0.01,7.80E-06
1570,1570,210000,0,0.01,7.80E-06
1571,1571,210000,0,0.01,7.80E-06
1572,1572,210000,0,0.01,7.80E-06
1573,1573,210000,0,0.01,7.80E-06
1574,1574,210000,0,0.01,7.80E-06
1575,1575,210000,0,0.01,7.80E-06
1576,1576,210000,0,0.01,7.80E-06
1577,1577,210000,0,0.01,7.80E-06
1578,1578,210000,0,0.01,7.80E-06
1579,1579,210000,0,0.01,7.80E-06
1580,1580,210000,0,0.01,7.80E-06
1581,1581,210000,0,0.01,7.80E-06
1582,1582,210000,0,0.01,7.80E-06
1583,1583,210000,0,0.01,7.80E-06
1584,1584,210000,0,0.01,7.80E-06
1585,1585,210000,0,0.01,7.80E-06
1586,1586,210000,0,0.01,7.80E-06
1587,1587,210000,0,0.01,7.80E-06
1588,1588,210000,0,0.01,7.80E-06
1589,1589,210000,0,0.01,7.80E-06
1590,1590,210000,0,0.01,7.80E-06
1591,1591,210000,0,0.01,7.80E-06
1592,1592,210000,0,0.01,7.80E-06
1593,1593,210000,0,0.01,7.80E-06
1594,1594,210000,0,0.01,7.80E-06
1595,1595,210000,0,0.01,7.80E-06
1596,1596,210000,0,0.01,7.80E-06
1597,1597,210000,0,0.01,7.80E-06
1598,1598,210000,0,0.01,7.80E-06
1599,1599,210000,0,0.01,7.80E-06
1600,1600,210000,0,0.01,7.80E-06
1601,1601,210000,0,0.01,7.80E-06
1602,1602,210000,0,0.01,7.80E-06
1603,1603,210000,0,0.01,7.80E-06
1604,1604,210000,0,0.01,7.80E-06
1605,1605,210000,0,0.01,7.80E-06
1606,1606,210000,0,0.01,7.80E-06
1607,1607,210000,0,0.01,7.80E-06
1608,1608,210000,0,0.01,7.80E-06
1609,1609,210000,0,0.01,7.80E-06
1610,1610,210000,0,0.01,7.80E-06
1611,1611,210000,0,0.01,7.80E-06
1612,1612,210000,0,0.01,7.80E-06
1613,1613,210000,0,0.01,7.80E-06
1614,1614,210000,0,0.01,7.80E-06
1615,1615,210000,0,0.01,7.80E-06
1616,1616,210000,0,0.01,7.80E-06
1617,1617,210000,0,0.01,7.80E-06
1618,1618,210000,0,0.01,7.80E-06
1619,1619,210000,0,0.01,7.80E-06
1620,1620,210000,0,0.01,7.80E-06
1621,1621,210000,0,0.01,7.80E-06
1622,1622,210000,0,0.01,7.80E-06
1623,1623,210000,0,0.01,7.80E-06
1624,1624,210000,0,0.01,7.80E-06
1625,1625,210000,0,0.01,7.80E-06
1626,1626,210000,0,0.01,7.80E-06
1627,1627,210000,0,0.01,7.80E-06
1628,1628,210000,0,0.01,7.80E-06
1629,1629,210000,0,0.01,7.80E-06
1630,1630,210000,0,0.01,7.80E-06
1631,1631,210000,0,0.01,7.80E-06
1632,1632,210000,0,0.01,7.80E-06
1633,1633,210000,0,0.01,7.80E-06
1634,1634,210000,0,0.01,7.80E-06
1635,1635,210000,0,0.01,7.80E-06
1636,1636,210000,0,0.01,7.80E-06
1637,1637,210000,0,0.01,7.80E-06
1638,1638,210000,0,0.01,7.80E-06
1639,1639,210000,0,0.01,7.80E-06
1640,1640,210000,0,0.01,7.80E-06
1641,1641,210000,0,0.01,7.80E-06
1642,1642,210000,0,0.01,7.80E-06
1643,1643,210000,0,0.01,7.80E-06
1644,1644,210000,0,0.01,7.80E-06
1645,1645,210000,0,0.01,7.80E-06
1646,1646,210000,0,0.01,7.80E-06
1647,1647,210000,0,0.01,7.80E-06
1648,1648,210000,0,0.01,7.80E-06
1649,1649,210000,0,0.01,7.80E-06
1650,1650,210000,0,0.01,7.80E-06
1651,1651,210000,0,0.01,7.80E-06
1652,1652,210000,0,0.01,7.80E-06
1653,1653,210000,0,0.01,7.80E-06
1654,1654,210000,0,0.01,7.80E-06
1655,1655,210000,0,0.01,7.80E-06
1656,1656,210000,0,0.01,7.80E-06
1657,1657,210000,0,0.01,7.80E-06
1658,1658,210000,0,0.01,7.80E-06
1659,1659,210000,0,0.01,7.80E-06
1660,1660,210000,0,0.01,7.80E-06
1661,1661,210000,0,0.01,7.80E-06
1662,1662,210000,0,0.01,7.80E-06
1663,1663,210000,0,0.01,7.80E-06
1664,1664,210000,0,0.01,7.80E-06
1665,1665,210000,0,0.01,7.80E-06
1666,1666,210000,0,0.01,7.80E-06
1667,1667,210000,0,0.01,7.80E-06
1668,1668,210000,0,0.01,7.80E-06
1669,1669,210000,0,0.01,7.80E-06
1670,1670,210000,0,0.01,7.80E-06
1671,1671,210000,0,0.01,7.80E-06
1672,1672,210000,0,0.01,7.80E-06
1673,1673,210000,0,0.01,7.80E-06
1674,1674,210000,0,0.01,7.80E-06
1675,1675,210000,0,0.01,7.80E-06
1676,1676,210000,0,0.01,7.80E-06
1677,1677,210000,0,0.01,7.80E-06
1678,1678,210000,0,0.01,7.80E-06
1679,1679,210000,0,0.01,7.80E-06
1680,1680,210000,0,0.01,7.80E-06
1681,1681,210000,0,0.01,7.80E-06
1682,1682,210000,0,0.01,7.80E-06
1683,1683,210000,0,0.01,7.80E-06
1684,1684,210000,0,0.01,7.80E-06
1685,1685,210000,0,0.01,7.80E-06
1686,1686,210000,0,0.01,7.80E-06
1687,1687,210000,0,0.01,7.80E-06
1688,1688,210000,0,0.01,7.80E-06
1689,1689,210000,0,0.01,7.80E-06
1690,1690,210000,0,0.01,7.80E-06
1691,1691,210000,0,0.01,7.80E-06
1692,1692,210000,0,0.01,7.80E-06
1693,1693,210000,0,0.01,7.80E-06
1694,1694,210000,0,0.01,7.80E-06
1695,1695,210000,0,0.01,7.80E-06
1696,1696,210000,0,0.01,7.80E-06
1697,1697,210000,0,0.01,7.80E-06
1698,1698,210000,0,0.01,7.80E-06
1699,1699,210000,0,0.01,7.80E-06
1700,1700,210000,0,0.01,7.80E-06
1701,1701,210000,0,0.01,7.80E-06
1702,1702,210000,0,0.01,7.80E-06
1703,1703,210000,0,0.01,7.80E-06
1704,1704,210000,0,0.01,7.80E-06
1705,1705,210000,0,0.01,7.80E-06
1706,1706,210000,0,0.01,7.80E-06
1707,1707,210000,0,0.01,7.80E-06
1708,1708,210000,0,0.01,7.80E-06
1709,1709,210000,0,0.01,7.80E-06
1710,1710,210000,0,0.01,7.80E-06
1711,1711,210000,0,0.01,7.80E-06
1712,1712,210000,0,0.01,7.80E-06
1713,1713,210000,0,0.01,7.80E-06
1714,1714,210000,0,0.01,7.80E-06
1715,1715,210000,0,0.01,7.80E-06
1716,1716,210000,0,0.01,7.80E-06
1717,1717,210000,0,0.01,7.80E-06
1718,1718,210000,0,0.01,7.80E-06
1719,1719,210000,0,0.01,7.80E-06
1720,1720,210000,0,0.01,7.80E-06
1721,1721,210000,0,0.01,7.80E-06
1722,1722,210000,0,0.01,7.80E-06
1723,1723,210000,0,0.01,7.80E-06
1724,1724,210000,0,0.01,7.80E-06
1725,1725,210000,0,0.01,7.80E-06
1726,1726,210000,0,0.01,7.80E-06
1727,1727,210000,0,0.01,7.80E-06
1728,1728,210000,0,0.01,7.80E-06
1729,1729,210000,0,0.01,7.80E-06
1730,1730,210000,0,0.01,7.80E-06
1731,1731,210000,0,0.01,7.80E-06
1732,1732,210000,0,0.01,7.80E-06
1733,1733,210000,0,0.01,7.80E-06
1734,1734,210000,0,0.01,7.80E-06
1735,1735,210000,0,0.01,7.80E-06
1736,1736,210000,0,0.01,7.80E-06
1737,1737,210000,0,0.01,7.80E-06
1738,1738,210000,0,0.01,7.80E-06
1739,1739,210000,0,0.01,7.80E-06
1740,1740,210000,0,0.01,7.80E-06
1741,1741,210000,0,0.01,7.80E-06
1742,1742,210000,0,0.01,7.80E-06
1743,1743,210000,0,0.01,7.80E-06
1744,1744,210000,0,0.01,7.80E-06
1745,1745,210000,0,0.01,7.80E-06
1746,1746,210000,0,0.01,7.80E-06
1747,1747,210000,0,0.01,7.80E-06
1748,1748,210000,0,0.01,7.80E-06
1749,1749,210000,0,0.01,7.80E-06
1750,1750,210000,0,0.01,7.80E-06
1751,1751,210000,0,0.01,7.80E-06
1752,1752,210000,0,0.01,7.80E-06
1753,1753,210000,0,0.01,7.80E-06
1754,1754,210000,0,0.01,7.80E-06
1755,1755,210000,0,0.01,7.80E-06
1756,1756,210000,0,0.01,7.80E-06
1757,1757,210000,0,0.01,7.80E-06
1758,1758,210000,0,0.01,7.80E-06
1759,1759,210000,0,0.01,7.80E-06
1760,1760,210000,0,0.01,7.80E-06
1761,1761,210000,0,0.01,7.80E-06
1762,1762,210000,0,0.01,7.80E-06
1763,1763,210000,0,0.01,7.80E-06
1764,1764,210000,0,0.01,7.80E-06
1765,1765,210000,0,0.01,7.80E-06
1766,1766,210000,0,0.01,7.80E-06
1767,1767,210000,0,0.01,7.80E-06
1768,1768,210000,0,0.01,7.80E-06
1769,1769,210000,0,0.01,7.80E-06
1770,1770,210000,0,0.01,7.80E-06
1771,1771,210000,0,0.01,7.80E-06
1772,1772,210000,0,0.01,7.80E-06
1773,1773,210000,0,0.01,7.80E-06
1774,1774,210000,0,0.01,7.80E-06
1775,1775,210000,0,0.01,7.80E-06
1776,1776,210000,0,0.01,7.80E-06
1777,1777,210000,0,0.01,7.80E-06
1778,1778,210000,0,0.01,7.80E-06
1779,1779,210000,0,0.01,7.80E-06
1780,1780,210000,0,0.01,7.80E-06
1781,1781,210000,0,0.01,7.80E-06
1782,1782,210000,0,0.01,7.80E-06
1783,1783,210000,0,0.01,7.80E-06
1784,1784,210000,0,0.01,7.80E-06
1785,1785,210000,0,0.01,7.80E-06
1786,1786,210000,0,0.01,7.80E-06
1787,1787,210000,0,0.01,7.80E-06
1788,1788,210000,0,0.01,7.80E-06
1789,1789,210000,0,0.01,7.80E-06
1790,1790,210000,0,0.01,7.80E-06
1791,1791,210000,0,0.01,7.80E-06
1792,1792,210000,0,0.01,7.80E-06
1793,1793,210000,0,0.01,7.80E-06
1794,1794,210000,0,0.01,7.80E-06
1795,1795,210000,0,0.01,7.80E-06
1796,1796,210000,0,0.01,7.80E-06
1797,1797,210000,0,0.01,7.80E-06
1798,1798,210000,0,0.01,7.80E-06
1799,1799,210000,0,0.01,7.80E-06
1800,1800,210000,0,0.01,7.80E-06
1801,1801,210000,0,0.01,7.80E-06
1802,1802,210000,0,0.01,7.80E-06
1803,1803,210000,0,0.01,7.80E-06
1804,1804,210000,0,0.01,7.80E-06
1805,1805,210000,0,0.01,7.80E-06
1806,1806,210000,0,0.01,7.80E-06
1807,1807,210000,0,0.01,7.80E-06
1808,1808,210000,0,0.01,7.80E-06
1809,1809,210000,0,0.01,7.80E-06
1810,1810,210000,0,0.01,7.80E-06
1811,1811,210000,0,0.01,7.80E-06
1812,1812,210000,0,0.01,7.80E-06
1813,1813,210000,0,0.01,7.80E-06
1814,1814,210000,0,0.01,7.80E-06
1815,1815,210000,0,0.01,7.80E-06
1816,1816,210000,0,0.01,7.80E-06
1817,1817,210000,0,0.01,7.80E-06
1818,1818,210000,0,0.01,7.80E-06
1819,1819,210000,0,0.01,7.80E-06
1820,1820,210000,0,0.01,7.80E-06
1821,1821,210000,0,0.01,7.80E-06
1822,1822,210000,0,0.01,7.80E-06
1823,1823,210000,0,0.01,7.80E-06
1824,1824,210000,0,0.01,7.80E-06
1825,1825,210000,0,0.01,7.80E-06
1826,1826,210000,0,0.01,7.80E-06
1827,1827,210000,0,0.01,7.80E-06
1828,1828,210000,0,0.01,7.80E-06
1829,1829,210000,0,0.01,7.80E-06
1830,1830,210000,0,0.01,7.80E-06
1831,1831,210000,0,0.01,7.80E-06
1832,1832,210000,0,0.01,7.80E-06
1833,1833,210000,0,0.01,7.80E-06
1834,1834,210000,0,0.01,7.80E-06
1835,1835,210000,0,0.01,7.80E-06
1836,1836,210000,0,0.01,7.80E-06
1837,1837,210000,0,0.01,7.80E-06
1838,1838,210000,0,0.01,7.80E-06
1839,1839,210000,0,0.01,7.80E-06
1840,1840,210000,0,0.01,7.80E-06
1841,1841,210000,0,0.01,7.80E-06
1842,1842,210000,0,0.01,7.80E-06
1843,1843,210000,0,0.01,7.80E-06
1844,1844,210000,0,0.01,7.80E-06
1845,1845,210000,0,0.01,7.80E-06
1846,1846,210000,0,0.01,7.80E-06
1847,1847,210000,0,0.01,7.80E-06
1848,1848,210000,0,0.01,7.80E-06
1849,1849,210000,0,0.01,7.80E-06
1850,1850,210000,0,0.01,7.80E-06
1851,1851,210000,0,0.01,7.80E-06
1852,1852,210000,0,0.01,7.80E-06
1853,1853,210000,0,0.01,7.80E-06
1854,1854,210000,0,0.01,7.80E-06
1855,1855,210000,0,0.01,7.80E-06
1856,1856,210000,0,0.01,7.80E-06
1857,1857,210000,0,0.01,7.80E-06
1858,1858,210000,0,0.01,7.80E-06
1859,1859,210000,0,0.01,7.80E-06
1860,1860,210000,0,0.01,7.80E-06
1861,1861,210000,0,0.01,7.80E-06
1862,1862,210000,0,0.01,7.80E-06
1863,1863,210000,0,0.01,7.80E-06
1864,1864,210000,0,0.01,7.80E-06
1865,1865,210000,0,0.01,7.80E-06
1866,1866,210000,0,0.01,7.80E-06
1867,1867,210000,0,0.01,7.80E-06
1868,1868,210000,0,0.01,7.80E-06
1869,1869,210000,0,0.01,7.80E-06
1870,1870,210000,0,0.01,7.80E-06
1871,1871,210000,0,0.01,7.80E-06
1872,1872,210000,0,0.01,7.80E-06
1873,1873,210000,0,0.01,7.80E-06
1874,1874,210000,0,0.01,7.80E-06
1875,1875,210000,0,0.01,7.80E-06
1876,1876,210000,0,0.01,7.80E-06
1877,1877,210000,0,0.01,7.80E-06
1878,1878,210000,0,0.01,7.80E-06
1879,1879,210000,0,0.01,7.80E-06
1880,1880,210000,0,0.01,7.80E-06
1881,1881,210000,0,0.01,7.80E-06
1882,1882,210000,0,0.01,7.80E-06
1883,1883,210000,0,0.01,7.80E-06
1884,1884,210000,0,0.01,7.80E-06
1885,1885,210000,0,0.01,7.80E-06
1886,1886,210000,0,0.01,7.80E-06
1887,1887,210000,0,0.01,7.80E-06
1888,1888,210000,0,0.01,7.80E-06
1889,1889,210000,0,0.01,7.80E-06
1890,1890,210000,0,0.01,7.80E-06
1891,1891,210000,0,0.01,7.80E-06
1892,1892,210000,0,0.01,7.80E-06
1893,1893,210000,0,0.01,7.80E-06
1894,1894,210000,0,0.01,7.80E-06
1895,1895,210000,0,0.01,7.80E-06
1896,1896,210000,0,0.01,7.80E-06
1897,1897,210000,0,0.01,7.80E-06
1898,1898,210000,0,0.01,7.80E-06
1899,1899,210000,0,0.01,7.80E-06
1900,1900,210000,0,0.01,7.80E-06
1901,1901,210000,0,0.01,7.80E-06
1902,1902,210000,0,0.01,7.80E-06
1903,1903,210000,0,0.01,7.80E-06
1904,1904,210000,0,0.01,7.80E-06
1905,1905,210000,0,0.01,7.80E-06
1906,1906,210000,0,0.01,7.80E-06
1907,1907,210000,0,0.01,7.80E-06
1908,1908,210000,0,0.01,7.80E-06
1909,1909,210000,0,0.01,7.80E-06
1910,1910,210000,0,0.01,7.80E-06
1911,1911,210000,0,0.01,7.80E-06
1912,1912,210000,0,0.01,7.80E-06
1913,1913,210000,0,0.01,7.80E-06
1914,1914,210000,0,0.01,7.80E-06
1915,1915,210000,0,0.01,7.80E-06
1916,1916,210000,0,0.01,7.80E-06
1917,1917,210000,0,0.01,7.80E-06
1918,1918,210000,0,0.01,7.80E-06
1919,1919,210000,0,0.01,7.80E-06
1920,1920,210000,0,0.01,7.80E-06
1921,1921,210000,0,0.01,7.80E-06
1922,1922,210000,0,0.01,7.80E-06
1923,1923,210000,0,0.01,7.80E-06
1924,1924,210000,0,0.01,7.80E-06
1925,1925,210000,0,0.01,7.80E-06
1926,1926,210000,0,0.01,7.80E-06
1927,1927,210000,0,0.01,7.80E-06
1928,1928,210000,0,0.01,7.80E-06
1929,1929,210000,0,0.01,7.80E-06
1930,1930,210000,0,0.01,7.80E-06
1931,1931,210000,0,0.01,7.80E-06
1932,1932,210000,0,0.01,7.80E-06
1933,1933,210000,0,0.01,7.80E-06
1934,1934,210000,0,0.01,7.80E-06
1935,1935,210000,0,0.01,7.80E-06
1936,1936,210000,0,0.01,7.80E-06
1937,1937,210000,0,0.01,7.80E-06
1938,1938,210000,0,0.01,7.80E-06
1939,1939,210000,0,0.01,7.80E-06
1940,1940,210000,0,0.01,7.80E-06
1941,1941,210000,0,0.01,7.80E-06
1942,1942,210000,0,0.01,7.80E-06
1943,1943,210000,0,0.01,7.80E-06
1944,1944,210000,0,0.01,7.80E-06
1945,1945,210000,0,0.01,7.80E-06
1946,1946,210000,0,0.01,7.80E-06
1947,1947,210000,0,0.01,7.80E-06
1948,1948,210000,0,0.01,7.80E-06
1949,1949,210000,0,0.01,7.80E-06
1950,1950,210000,0,0.01,7.80E-06
1951,1951,210000,0,0.01,7.80E-06
1952,1952,210000,0,0.01,7.80E-06
1953,1953,210000,0,0.01,7.80E-06
1954,1954,210000,0,0.01,7.80E-06
1955,1955,210000,0,0.01,7.80E-06
1956,1956,210000,0,0.01,7.80E-06
1957,1957,210000,0,0.01,7.80E-06
1958,1958,210000,0,0.01,7.80E-06
1959,1959,210000,0,0.01,7.80E-06
1960,1960,210000,0,0.01,7.80E-06
1961,1961,210000,0,0.01,7.80E-06
1962,1962,210000,0,0.01,7.80E-06
1963,1963,210000,0,0.01,7.80E-06
1964,1964,210000,0,0.01,7.80E-06
1965,1965,210000,0,0.01,7.80E-06
1966,1966,210000,0,0.01,7.80E-06
1967,1967,210000,0,0.01,7.80E-06
1968,1968,210000,0,0.01,7.80E-06
1969,1969,210000,0,0.01,7.80E-06
1970,1970,210000,0,0.01,7.80E-06
1971,1971,210000,0,0.01,7.80E-06
1972,1972,210000,0,0.01,7.80E-06
1973,1973,210000,0,0.01,7.80E-06
1974,1974,210000,0,0.01,7.80E-06
1975,1975,210000,0,0.01,7.80E-06
1976,1976,210000,0,0.01,7.80E-06
1977,1977,210000,0,0.01,7.80E-06
1978,1978,210000,0,0.01,7.80E-06
1979,1979,210000,0,0.01,7.80E-06
1980,1980,210000,0,0.01,7.80E-06
1981,1981,210000,0,0.01,7.80E-06
1982,1982,210000,0,0.01,7.80E-06
1983,1983,210000,0,0.01,7.80E-06
1984,1984,210000,0,0.01,7.80E-06
1985,1985,210000,0,0.01,7.80E-06
1986,1986,210000,0,0.01,7.80E-06
1987,1987,210000,0,0.01,7.80E-06
1988,1988,210000,0,0.01,7.80E-06
1989,1989,210000,0,0.01,7.80E-06
1990,1990,210000,0,0.01,7.80E-06
1991,1991,210000,0,0.01,7.80E-06
1992,1992,210000,0,0.01,7.80E-06
1993,1993,210000,0,0.01,7.80E-06
