id,s,dmax,dmin,L,E,ƒÏ
1406,0.7,0.4,0.0001,2.5,210000,1.77
1407,0.7,0.4,0.0001,2.5,210000,1.77
1408,0.7,0.4,0.0001,2.5,210000,1.77
1409,0.7,0.4,0.0001,2.5,210000,1.77
1410,0.7,0.4,0.0001,2.5,210000,1.77
1411,0.7,0.4,0.0001,2.5,210000,1.77
1412,0.7,0.4,0.0001,2.5,210000,1.77
1413,0.7,0.4,0.0001,2.5,210000,1.77
1414,0.7,0.4,0.0001,2.5,210000,1.77
1415,0.7,0.4,0.0001,2.5,210000,1.77
1416,0.7,0.4,0.0001,2.5,210000,1.77
1417,0.7,0.4,0.0001,2.5,210000,1.77
1418,0.7,0.4,0.0001,2.5,210000,1.77
1419,0.7,0.4,0.0001,2.5,210000,1.77
1420,0.7,0.4,0.0001,2.5,210000,1.77
1421,0.7,0.4,0.0001,2.5,210000,1.77
1422,0.7,0.4,0.0001,2.5,210000,1.77
1423,0.7,0.4,0.0001,2.5,210000,1.77
1424,0.7,0.4,0.0001,2.5,210000,1.77
1425,0.7,0.4,0.0001,2.5,210000,1.77
1426,0.7,0.4,0.0001,2.5,210000,1.77
1427,0.7,0.4,0.0001,2.5,210000,1.77
1428,0.7,0.4,0.0001,2.5,210000,1.77
1429,0.7,0.4,0.0001,2.5,210000,1.77
1430,0.7,0.4,0.0001,2.5,210000,1.77
1431,0.7,0.4,0.0001,2.5,210000,1.77
1432,0.7,0.4,0.0001,2.5,210000,1.77
1433,0.7,0.4,0.0001,2.5,210000,1.77
1434,0.7,0.4,0.0001,2.5,210000,1.77
1435,0.7,0.4,0.0001,2.5,210000,1.77
1436,0.7,0.4,0.0001,2.5,210000,1.77
1437,0.7,0.4,0.0001,2.5,210000,1.77
1438,0.7,0.4,0.0001,2.5,210000,1.77
1439,0.7,0.4,0.0001,2.5,210000,1.77
1440,0.7,0.4,0.0001,2.5,210000,1.77
1441,0.7,0.4,0.0001,2.5,210000,1.77
1442,0.7,0.4,0.0001,2.5,210000,1.77
1443,0.7,0.4,0.0001,2.5,210000,1.77
1444,0.7,0.4,0.0001,2.5,210000,1.77
1445,0.7,0.4,0.0001,2.5,210000,1.77
1446,0.7,0.4,0.0001,2.5,210000,1.77
1447,0.7,0.4,0.0001,2.5,210000,1.77
1448,0.7,0.4,0.0001,2.5,210000,1.77
1449,0.7,0.4,0.0001,2.5,210000,1.77
1450,0.7,0.4,0.0001,2.5,210000,1.77
1451,0.7,0.4,0.0001,2.5,210000,1.77
1452,0.7,0.4,0.0001,2.5,210000,1.77
1453,0.7,0.4,0.0001,2.5,210000,1.77
1454,0.7,0.4,0.0001,2.5,210000,1.77
1455,0.7,0.4,0.0001,2.5,210000,1.77
1456,0.7,0.4,0.0001,2.5,210000,1.77
1457,0.7,0.4,0.0001,2.5,210000,1.77
1458,0.7,0.4,0.0001,2.5,210000,1.77
1459,0.7,0.4,0.0001,2.5,210000,1.77
1460,0.7,0.4,0.0001,2.5,210000,1.77
1461,0.7,0.4,0.0001,2.5,210000,1.77
1462,0.7,0.4,0.0001,2.5,210000,1.77
1463,0.7,0.4,0.0001,2.5,210000,1.77
1464,0.7,0.4,0.0001,2.5,210000,1.77
1465,0.7,0.4,0.0001,2.5,210000,1.77
1466,0.7,0.4,0.0001,2.5,210000,1.77
1467,0.7,0.4,0.0001,2.5,210000,1.77
1468,0.7,0.4,0.0001,2.5,210000,1.77
1469,0.7,0.4,0.0001,2.5,210000,1.77
1470,0.7,0.4,0.0001,2.5,210000,1.77
1471,0.7,0.4,0.0001,2.5,210000,1.77
1472,0.7,0.4,0.0001,2.5,210000,1.77
1473,0.7,0.4,0.0001,2.5,210000,1.77
1474,0.7,0.4,0.0001,2.5,210000,1.77
1475,0.7,0.4,0.0001,2.5,210000,1.77
1476,0.7,0.4,0.0001,2.5,210000,1.77
1477,0.7,0.4,0.0001,2.5,210000,1.77
1478,0.7,0.4,0.0001,2.5,210000,1.77
1479,0.7,0.4,0.0001,2.5,210000,1.77
1480,0.7,0.4,0.0001,2.5,210000,1.77
1481,0.7,0.4,0.0001,2.5,210000,1.77
1482,0.7,0.4,0.0001,2.5,210000,1.77
1483,0.7,0.4,0.0001,2.5,210000,1.77
1484,0.7,0.4,0.0001,2.5,210000,1.77
1485,0.7,0.4,0.0001,2.5,210000,1.77
1486,0.7,0.4,0.0001,2.5,210000,1.77
1487,0.7,0.4,0.0001,2.5,210000,1.77
1488,0.7,0.4,0.0001,2.5,210000,1.77
1489,0.7,0.4,0.0001,2.5,210000,1.77
1490,0.7,0.4,0.0001,2.5,210000,1.77
1491,0.7,0.4,0.0001,2.5,210000,1.77
1492,0.7,0.4,0.0001,2.5,210000,1.77
1493,0.7,0.4,0.0001,2.5,210000,1.77
1494,0.7,0.4,0.0001,2.5,210000,1.77
1495,0.7,0.4,0.0001,2.5,210000,1.77
1496,0.7,0.4,0.0001,2.5,210000,1.77
1497,0.7,0.4,0.0001,2.5,210000,1.77
1498,0.7,0.4,0.0001,2.5,210000,1.77
1499,0.7,0.4,0.0001,2.5,210000,1.77
1500,0.7,0.4,0.0001,2.5,210000,1.77
1501,0.7,0.4,0.0001,2.5,210000,1.77
1502,0.7,0.4,0.0001,2.5,210000,1.77
1503,0.7,0.4,0.0001,2.5,210000,1.77
1504,0.7,0.4,0.0001,2.5,210000,1.77
1505,0.7,0.4,0.0001,2.5,210000,1.77
1506,0.7,0.4,0.0001,2.5,210000,1.77
1507,0.7,0.4,0.0001,2.5,210000,1.77
1508,0.7,0.4,0.0001,2.5,210000,1.77
1509,0.7,0.4,0.0001,2.5,210000,1.77
1510,0.7,0.4,0.0001,2.5,210000,1.77
1511,0.7,0.4,0.0001,2.5,210000,1.77
1512,0.7,0.4,0.0001,2.5,210000,1.77
1513,0.7,0.4,0.0001,2.5,210000,1.77
1514,0.7,0.4,0.0001,2.5,210000,1.77
1515,0.7,0.4,0.0001,2.5,210000,1.77
1516,0.7,0.4,0.0001,2.5,210000,1.77
1517,0.7,0.4,0.0001,2.5,210000,1.77
1518,0.7,0.4,0.0001,2.5,210000,1.77
1519,0.7,0.4,0.0001,2.5,210000,1.77
1520,0.7,0.4,0.0001,2.5,210000,1.77
1521,0.7,0.4,0.0001,2.5,210000,1.77
1522,0.7,0.4,0.0001,2.5,210000,1.77
1523,0.7,0.4,0.0001,2.5,210000,1.77
1524,0.7,0.4,0.0001,2.5,210000,1.77
1525,0.7,0.4,0.0001,2.5,210000,1.77
1526,0.7,0.4,0.0001,2.5,210000,1.77
1527,0.7,0.4,0.0001,2.5,210000,1.77
1528,0.7,0.4,0.0001,2.5,210000,1.77
1529,0.7,0.4,0.0001,2.5,210000,1.77
1530,0.7,0.4,0.0001,2.5,210000,1.77
1531,0.7,0.4,0.0001,2.5,210000,1.77
1532,0.7,0.4,0.0001,2.5,210000,1.77
1533,0.7,0.4,0.0001,2.5,210000,1.77
1534,0.7,0.4,0.0001,2.5,210000,1.77
1535,0.7,0.4,0.0001,2.5,210000,1.77
1536,0.7,0.4,0.0001,2.5,210000,1.77
1537,0.7,0.4,0.0001,2.5,210000,1.77
1538,0.7,0.4,0.0001,2.5,210000,1.77
1539,0.7,0.4,0.0001,2.5,210000,1.77
1540,0.7,0.4,0.0001,2.5,210000,1.77
1541,0.7,0.4,0.0001,2.5,210000,1.77
1542,0.7,0.4,0.0001,2.5,210000,1.77
1543,0.7,0.4,0.0001,2.5,210000,1.77
1544,0.7,0.4,0.0001,2.5,210000,1.77
1545,0.7,0.4,0.0001,2.5,210000,1.77
1546,0.7,0.4,0.0001,2.5,210000,1.77
1547,0.7,0.4,0.0001,2.5,210000,1.77
1548,0.7,0.4,0.0001,2.5,210000,1.77
1549,0.7,0.4,0.0001,2.5,210000,1.77
1550,0.7,0.4,0.0001,2.5,210000,1.77
1551,0.7,0.4,0.0001,2.5,210000,1.77
1552,0.7,0.4,0.0001,2.5,210000,1.77
1553,0.7,0.4,0.0001,2.5,210000,1.77
1554,0.7,0.4,0.0001,2.5,210000,1.77
1555,0.7,0.4,0.0001,2.5,210000,1.77
1556,0.7,0.4,0.0001,2.5,210000,1.77
1557,0.7,0.4,0.0001,2.5,210000,1.77
1558,0.7,0.4,0.0001,2.5,210000,1.77
1559,0.7,0.4,0.0001,2.5,210000,1.77
1560,0.7,0.4,0.0001,2.5,210000,1.77
1561,0.7,0.4,0.0001,2.5,210000,1.77
1562,0.7,0.4,0.0001,2.5,210000,1.77
1563,0.7,0.4,0.0001,2.5,210000,1.77
1564,0.7,0.4,0.0001,2.5,210000,1.77
1565,0.7,0.4,0.0001,2.5,210000,1.77
1566,0.7,0.4,0.0001,2.5,210000,1.77
1567,0.7,0.4,0.0001,2.5,210000,1.77
1568,0.7,0.4,0.0001,2.5,210000,1.77
1569,0.7,0.4,0.0001,2.5,210000,1.77
1570,0.7,0.4,0.0001,2.5,210000,1.77
1571,0.7,0.4,0.0001,2.5,210000,1.77
1572,0.7,0.4,0.0001,2.5,210000,1.77
1573,0.7,0.4,0.0001,2.5,210000,1.77
1574,0.7,0.4,0.0001,2.5,210000,1.77
1575,0.7,0.4,0.0001,2.5,210000,1.77
1576,0.7,0.4,0.0001,2.5,210000,1.77
1577,0.7,0.4,0.0001,2.5,210000,1.77
1578,0.7,0.4,0.0001,2.5,210000,1.77
1579,0.7,0.4,0.0001,2.5,210000,1.77
1580,0.7,0.4,0.0001,2.5,210000,1.77
1581,0.7,0.4,0.0001,2.5,210000,1.77
1582,0.7,0.4,0.0001,2.5,210000,1.77
1583,0.7,0.4,0.0001,2.5,210000,1.77
1584,0.7,0.4,0.0001,2.5,210000,1.77
1585,0.7,0.4,0.0001,2.5,210000,1.77
1586,0.7,0.4,0.0001,2.5,210000,1.77
1587,0.7,0.4,0.0001,2.5,210000,1.77
1588,0.7,0.4,0.0001,2.5,210000,1.77
1589,0.7,0.4,0.0001,2.5,210000,1.77
1590,0.7,0.4,0.0001,2.5,210000,1.77
1591,0.7,0.4,0.0001,2.5,210000,1.77
1592,0.7,0.4,0.0001,2.5,210000,1.77
1593,0.7,0.4,0.0001,2.5,210000,1.77
1594,0.7,0.4,0.0001,2.5,210000,1.77
1595,0.7,0.4,0.0001,2.5,210000,1.77
1596,0.7,0.4,0.0001,2.5,210000,1.77
1597,0.7,0.4,0.0001,2.5,210000,1.77
1598,0.7,0.4,0.0001,2.5,210000,1.77
1599,0.7,0.4,0.0001,2.5,210000,1.77
1600,0.7,0.4,0.0001,2.5,210000,1.77
1601,0.7,0.4,0.0001,2.5,210000,1.77
1602,0.7,0.4,0.0001,2.5,210000,1.77
1603,0.7,0.4,0.0001,2.5,210000,1.77
1604,0.7,0.4,0.0001,2.5,210000,1.77
1605,0.7,0.4,0.0001,2.5,210000,1.77
1606,0.7,0.4,0.0001,2.5,210000,1.77
1607,0.7,0.4,0.0001,2.5,210000,1.77
1608,0.7,0.4,0.0001,2.5,210000,1.77
1609,0.7,0.4,0.0001,2.5,210000,1.77
1610,0.7,0.4,0.0001,2.5,210000,1.77
1611,0.7,0.4,0.0001,2.5,210000,1.77
1612,0.7,0.4,0.0001,2.5,210000,1.77
1613,0.7,0.4,0.0001,2.5,210000,1.77
1614,0.7,0.4,0.0001,2.5,210000,1.77
1615,0.7,0.4,0.0001,2.5,210000,1.77
1616,0.7,0.4,0.0001,2.5,210000,1.77
1617,0.7,0.4,0.0001,2.5,210000,1.77
1618,0.7,0.4,0.0001,2.5,210000,1.77
1619,0.7,0.4,0.0001,2.5,210000,1.77
1620,0.7,0.4,0.0001,2.5,210000,1.77
1621,0.7,0.4,0.0001,2.5,210000,1.77
1622,0.7,0.4,0.0001,2.5,210000,1.77
1623,0.7,0.4,0.0001,2.5,210000,1.77
1624,0.7,0.4,0.0001,2.5,210000,1.77
1625,0.7,0.4,0.0001,2.5,210000,1.77
1626,0.7,0.4,0.0001,2.5,210000,1.77
1627,0.7,0.4,0.0001,2.5,210000,1.77
1628,0.7,0.4,0.0001,2.5,210000,1.77
1629,0.7,0.4,0.0001,2.5,210000,1.77
1630,0.7,0.4,0.0001,2.5,210000,1.77
1631,0.7,0.4,0.0001,2.5,210000,1.77
1632,0.7,0.4,0.0001,2.5,210000,1.77
1633,0.7,0.4,0.0001,2.5,210000,1.77
1634,0.7,0.4,0.0001,2.5,210000,1.77
1635,0.7,0.4,0.0001,2.5,210000,1.77
1636,0.7,0.4,0.0001,2.5,210000,1.77
1637,0.7,0.4,0.0001,2.5,210000,1.77
1638,0.7,0.4,0.0001,2.5,210000,1.77
1639,0.7,0.4,0.0001,2.5,210000,1.77
1640,0.7,0.4,0.0001,2.5,210000,1.77
1641,0.7,0.4,0.0001,2.5,210000,1.77
1642,0.7,0.4,0.0001,2.5,210000,1.77
1643,0.7,0.4,0.0001,2.5,210000,1.77
1644,0.7,0.4,0.0001,2.5,210000,1.77
1645,0.7,0.4,0.0001,2.5,210000,1.77
1646,0.7,0.4,0.0001,2.5,210000,1.77
1647,0.7,0.4,0.0001,2.5,210000,1.77
1648,0.7,0.4,0.0001,2.5,210000,1.77
1649,0.7,0.4,0.0001,2.5,210000,1.77
1650,0.7,0.4,0.0001,2.5,210000,1.77
1651,0.7,0.4,0.0001,2.5,210000,1.77
1652,0.7,0.4,0.0001,2.5,210000,1.77
1653,0.7,0.4,0.0001,2.5,210000,1.77
1654,0.7,0.4,0.0001,2.5,210000,1.77
1655,0.7,0.4,0.0001,2.5,210000,1.77
1656,0.7,0.4,0.0001,2.5,210000,1.77
1657,0.7,0.4,0.0001,2.5,210000,1.77
1658,0.7,0.4,0.0001,2.5,210000,1.77
1659,0.7,0.4,0.0001,2.5,210000,1.77
1660,0.7,0.4,0.0001,2.5,210000,1.77
1661,0.7,0.4,0.0001,2.5,210000,1.77
1662,0.7,0.4,0.0001,2.5,210000,1.77
1663,0.7,0.4,0.0001,2.5,210000,1.77
1664,0.7,0.4,0.0001,2.5,210000,1.77
1665,0.7,0.4,0.0001,2.5,210000,1.77
1666,0.7,0.4,0.0001,2.5,210000,1.77
1667,0.7,0.4,0.0001,2.5,210000,1.77
1668,0.7,0.4,0.0001,2.5,210000,1.77
1669,0.7,0.4,0.0001,2.5,210000,1.77
1670,0.7,0.4,0.0001,2.5,210000,1.77
1671,0.7,0.4,0.0001,2.5,210000,1.77
1672,0.7,0.4,0.0001,2.5,210000,1.77
1673,0.7,0.4,0.0001,2.5,210000,1.77
1674,0.7,0.4,0.0001,2.5,210000,1.77
1675,0.7,0.4,0.0001,2.5,210000,1.77
1676,0.7,0.4,0.0001,2.5,210000,1.77
1677,0.7,0.4,0.0001,2.5,210000,1.77
1678,0.7,0.4,0.0001,2.5,210000,1.77
1679,0.7,0.4,0.0001,2.5,210000,1.77
1680,0.7,0.4,0.0001,2.5,210000,1.77
1681,0.7,0.4,0.0001,2.5,210000,1.77
1682,0.7,0.4,0.0001,2.5,210000,1.77
1683,0.7,0.4,0.0001,2.5,210000,1.77
1684,0.7,0.4,0.0001,2.5,210000,1.77
1685,0.7,0.4,0.0001,2.5,210000,1.77
1686,0.7,0.4,0.0001,2.5,210000,1.77
1687,0.7,0.4,0.0001,2.5,210000,1.77
1688,0.7,0.4,0.0001,2.5,210000,1.77
1689,0.7,0.4,0.0001,2.5,210000,1.77
1690,0.7,0.4,0.0001,2.5,210000,1.77
1691,0.7,0.4,0.0001,2.5,210000,1.77
1692,0.7,0.4,0.0001,2.5,210000,1.77
1693,0.7,0.4,0.0001,2.5,210000,1.77
1694,0.7,0.4,0.0001,2.5,210000,1.77
1695,0.7,0.4,0.0001,2.5,210000,1.77
1696,0.7,0.4,0.0001,2.5,210000,1.77
1697,0.7,0.4,0.0001,2.5,210000,1.77
1698,0.7,0.4,0.0001,2.5,210000,1.77
1699,0.7,0.4,0.0001,2.5,210000,1.77
1700,0.7,0.4,0.0001,2.5,210000,1.77
1701,0.7,0.4,0.0001,2.5,210000,1.77
1702,0.7,0.4,0.0001,2.5,210000,1.77
1703,0.7,0.4,0.0001,2.5,210000,1.77
1704,0.7,0.4,0.0001,2.5,210000,1.77
1705,0.7,0.4,0.0001,2.5,210000,1.77
1706,0.7,0.4,0.0001,2.5,210000,1.77
1707,0.7,0.4,0.0001,2.5,210000,1.77
1708,0.7,0.4,0.0001,2.5,210000,1.77
1709,0.7,0.4,0.0001,2.5,210000,1.77
1710,0.7,0.4,0.0001,2.5,210000,1.77
1711,0.7,0.4,0.0001,2.5,210000,1.77
1712,0.7,0.4,0.0001,2.5,210000,1.77
1713,0.7,0.4,0.0001,2.5,210000,1.77
1714,0.7,0.4,0.0001,2.5,210000,1.77
1715,0.7,0.4,0.0001,2.5,210000,1.77
1716,0.7,0.4,0.0001,2.5,210000,1.77
1717,0.7,0.4,0.0001,2.5,210000,1.77
1718,0.7,0.4,0.0001,2.5,210000,1.77
1719,0.7,0.4,0.0001,2.5,210000,1.77
1720,0.7,0.4,0.0001,2.5,210000,1.77
1721,0.7,0.4,0.0001,2.5,210000,1.77
1722,0.7,0.4,0.0001,2.5,210000,1.77
1723,0.7,0.4,0.0001,2.5,210000,1.77
1724,0.7,0.4,0.0001,2.5,210000,1.77
1725,0.7,0.4,0.0001,2.5,210000,1.77
1726,0.7,0.4,0.0001,2.5,210000,1.77
1727,0.7,0.4,0.0001,2.5,210000,1.77
1728,0.7,0.4,0.0001,2.5,210000,1.77
1729,0.7,0.4,0.0001,2.5,210000,1.77
1730,0.7,0.4,0.0001,2.5,210000,1.77
1731,0.7,0.4,0.0001,2.5,210000,1.77
1732,0.7,0.4,0.0001,2.5,210000,1.77
1733,0.7,0.4,0.0001,2.5,210000,1.77
1734,0.7,0.4,0.0001,2.5,210000,1.77
1735,0.7,0.4,0.0001,2.5,210000,1.77
1736,0.7,0.4,0.0001,2.5,210000,1.77
1737,0.7,0.4,0.0001,2.5,210000,1.77
1738,0.7,0.4,0.0001,2.5,210000,1.77
1739,0.7,0.4,0.0001,2.5,210000,1.77
1740,0.7,0.4,0.0001,2.5,210000,1.77
1741,0.7,0.4,0.0001,2.5,210000,1.77
1742,0.7,0.4,0.0001,2.5,210000,1.77
1743,0.7,0.4,0.0001,2.5,210000,1.77
1744,0.7,0.4,0.0001,2.5,210000,1.77
1745,0.7,0.4,0.0001,2.5,210000,1.77
1746,0.7,0.4,0.0001,2.5,210000,1.77
1747,0.7,0.4,0.0001,2.5,210000,1.77
1748,0.7,0.4,0.0001,2.5,210000,1.77
1749,0.7,0.4,0.0001,2.5,210000,1.77
1750,0.7,0.4,0.0001,2.5,210000,1.77
1751,0.7,0.4,0.0001,2.5,210000,1.77
1752,0.7,0.4,0.0001,2.5,210000,1.77
1753,0.7,0.4,0.0001,2.5,210000,1.77
1754,0.7,0.4,0.0001,2.5,210000,1.77
1755,0.7,0.4,0.0001,2.5,210000,1.77
1756,0.7,0.4,0.0001,2.5,210000,1.77
1757,0.7,0.4,0.0001,2.5,210000,1.77
1758,0.7,0.4,0.0001,2.5,210000,1.77
1759,0.7,0.4,0.0001,2.5,210000,1.77
1760,0.7,0.4,0.0001,2.5,210000,1.77
1761,0.7,0.4,0.0001,2.5,210000,1.77
1762,0.7,0.4,0.0001,2.5,210000,1.77
1763,0.7,0.4,0.0001,2.5,210000,1.77
1764,0.7,0.4,0.0001,2.5,210000,1.77
1765,0.7,0.4,0.0001,2.5,210000,1.77
1766,0.7,0.4,0.0001,2.5,210000,1.77
1767,0.7,0.4,0.0001,2.5,210000,1.77
1768,0.7,0.4,0.0001,2.5,210000,1.77
1769,0.7,0.4,0.0001,2.5,210000,1.77
1770,0.7,0.4,0.0001,2.5,210000,1.77
1771,0.7,0.4,0.0001,2.5,210000,1.77
1772,0.7,0.4,0.0001,2.5,210000,1.77
1773,0.7,0.4,0.0001,2.5,210000,1.77
1774,0.7,0.4,0.0001,2.5,210000,1.77
1775,0.7,0.4,0.0001,2.5,210000,1.77
1776,0.7,0.4,0.0001,2.5,210000,1.77
1777,0.7,0.4,0.0001,2.5,210000,1.77
1778,0.7,0.4,0.0001,2.5,210000,1.77
1779,0.7,0.4,0.0001,2.5,210000,1.77
1780,0.7,0.4,0.0001,2.5,210000,1.77
1781,0.7,0.4,0.0001,2.5,210000,1.77
1782,0.7,0.4,0.0001,2.5,210000,1.77
1783,0.7,0.4,0.0001,2.5,210000,1.77
1784,0.7,0.4,0.0001,2.5,210000,1.77
1785,0.7,0.4,0.0001,2.5,210000,1.77
1786,0.7,0.4,0.0001,2.5,210000,1.77
1787,0.7,0.4,0.0001,2.5,210000,1.77
1788,0.7,0.4,0.0001,2.5,210000,1.77
1789,0.7,0.4,0.0001,2.5,210000,1.77
1790,0.7,0.4,0.0001,2.5,210000,1.77
1791,0.7,0.4,0.0001,2.5,210000,1.77
1792,0.7,0.4,0.0001,2.5,210000,1.77
1793,0.7,0.4,0.0001,2.5,210000,1.77
1794,0.7,0.4,0.0001,2.5,210000,1.77
1795,0.7,0.4,0.0001,2.5,210000,1.77
1796,0.7,0.4,0.0001,2.5,210000,1.77
1797,0.7,0.4,0.0001,2.5,210000,1.77
1798,0.7,0.4,0.0001,2.5,210000,1.77
1799,0.7,0.4,0.0001,2.5,210000,1.77
1800,0.7,0.4,0.0001,2.5,210000,1.77
1801,0.7,0.4,0.0001,2.5,210000,1.77
1802,0.7,0.4,0.0001,2.5,210000,1.77
1803,0.7,0.4,0.0001,2.5,210000,1.77
1804,0.7,0.4,0.0001,2.5,210000,1.77
1805,0.7,0.4,0.0001,2.5,210000,1.77
1806,0.7,0.4,0.0001,2.5,210000,1.77
1807,0.7,0.4,0.0001,2.5,210000,1.77
1808,0.7,0.4,0.0001,2.5,210000,1.77
1809,0.7,0.4,0.0001,2.5,210000,1.77
1810,0.7,0.4,0.0001,2.5,210000,1.77
1811,0.7,0.4,0.0001,2.5,210000,1.77
1812,0.7,0.4,0.0001,2.5,210000,1.77
1813,0.7,0.4,0.0001,2.5,210000,1.77
1814,0.7,0.4,0.0001,2.5,210000,1.77
1815,0.7,0.4,0.0001,2.5,210000,1.77
1816,0.7,0.4,0.0001,2.5,210000,1.77
1817,0.7,0.4,0.0001,2.5,210000,1.77
1818,0.7,0.4,0.0001,2.5,210000,1.77
1819,0.7,0.4,0.0001,2.5,210000,1.77
1820,0.7,0.4,0.0001,2.5,210000,1.77
1821,0.7,0.4,0.0001,2.5,210000,1.77
1822,0.7,0.4,0.0001,2.5,210000,1.77
1823,0.7,0.4,0.0001,2.5,210000,1.77
1824,0.7,0.4,0.0001,2.5,210000,1.77
1825,0.7,0.4,0.0001,2.5,210000,1.77
1826,0.7,0.4,0.0001,2.5,210000,1.77
1827,0.7,0.4,0.0001,2.5,210000,1.77
1828,0.7,0.4,0.0001,2.5,210000,1.77
1829,0.7,0.4,0.0001,2.5,210000,1.77
1830,0.7,0.4,0.0001,2.5,210000,1.77
1831,0.7,0.4,0.0001,2.5,210000,1.77
1832,0.7,0.4,0.0001,2.5,210000,1.77
1833,0.7,0.4,0.0001,2.5,210000,1.77
1834,0.7,0.4,0.0001,2.5,210000,1.77
1835,0.7,0.4,0.0001,2.5,210000,1.77
1836,0.7,0.4,0.0001,2.5,210000,1.77
1837,0.7,0.4,0.0001,2.5,210000,1.77
1838,0.7,0.4,0.0001,2.5,210000,1.77
1839,0.7,0.4,0.0001,2.5,210000,1.77
1840,0.7,0.4,0.0001,2.5,210000,1.77
1841,0.7,0.4,0.0001,2.5,210000,1.77
1842,0.7,0.4,0.0001,2.5,210000,1.77
1843,0.7,0.4,0.0001,2.5,210000,1.77
1844,0.7,0.4,0.0001,2.5,210000,1.77
1845,0.7,0.4,0.0001,2.5,210000,1.77
1846,0.7,0.4,0.0001,2.5,210000,1.77
1847,0.7,0.4,0.0001,2.5,210000,1.77
1848,0.7,0.4,0.0001,2.5,210000,1.77
1849,0.7,0.4,0.0001,2.5,210000,1.77
1850,0.7,0.4,0.0001,2.5,210000,1.77
1851,0.7,0.4,0.0001,2.5,210000,1.77
1852,0.7,0.4,0.0001,2.5,210000,1.77
1853,0.7,0.4,0.0001,2.5,210000,1.77
1854,0.7,0.4,0.0001,2.5,210000,1.77
1855,0.7,0.4,0.0001,2.5,210000,1.77
1856,0.7,0.4,0.0001,2.5,210000,1.77
1857,0.7,0.4,0.0001,2.5,210000,1.77
1858,0.7,0.4,0.0001,2.5,210000,1.77
1859,0.7,0.4,0.0001,2.5,210000,1.77
1860,0.7,0.4,0.0001,2.5,210000,1.77
1861,0.7,0.4,0.0001,2.5,210000,1.77
1862,0.7,0.4,0.0001,2.5,210000,1.77
1863,0.7,0.4,0.0001,2.5,210000,1.77
1864,0.7,0.4,0.0001,2.5,210000,1.77
1865,0.7,0.4,0.0001,2.5,210000,1.77
1866,0.7,0.4,0.0001,2.5,210000,1.77
1867,0.7,0.4,0.0001,2.5,210000,1.77
1868,0.7,0.4,0.0001,2.5,210000,1.77
1869,0.7,0.4,0.0001,2.5,210000,1.77
1870,0.7,0.4,0.0001,2.5,210000,1.77
1871,0.7,0.4,0.0001,2.5,210000,1.77
1872,0.7,0.4,0.0001,2.5,210000,1.77
1873,0.7,0.4,0.0001,2.5,210000,1.77
1874,0.7,0.4,0.0001,2.5,210000,1.77
1875,0.7,0.4,0.0001,2.5,210000,1.77
1876,0.7,0.4,0.0001,2.5,210000,1.77
1877,0.7,0.4,0.0001,2.5,210000,1.77
1878,0.7,0.4,0.0001,2.5,210000,1.77
1879,0.7,0.4,0.0001,2.5,210000,1.77
1880,0.7,0.4,0.0001,2.5,210000,1.77
1881,0.7,0.4,0.0001,2.5,210000,1.77
1882,0.7,0.4,0.0001,2.5,210000,1.77
1883,0.7,0.4,0.0001,2.5,210000,1.77
1884,0.7,0.4,0.0001,2.5,210000,1.77
1885,0.7,0.4,0.0001,2.5,210000,1.77
1886,0.7,0.4,0.0001,2.5,210000,1.77
1887,0.7,0.4,0.0001,2.5,210000,1.77
1888,0.7,0.4,0.0001,2.5,210000,1.77
1889,0.7,0.4,0.0001,2.5,210000,1.77
1890,0.7,0.4,0.0001,2.5,210000,1.77
1891,0.7,0.4,0.0001,2.5,210000,1.77
1892,0.7,0.4,0.0001,2.5,210000,1.77
1893,0.7,0.4,0.0001,2.5,210000,1.77
1894,0.7,0.4,0.0001,2.5,210000,1.77
1895,0.7,0.4,0.0001,2.5,210000,1.77
1896,0.7,0.4,0.0001,2.5,210000,1.77
1897,0.7,0.4,0.0001,2.5,210000,1.77
1898,0.7,0.4,0.0001,2.5,210000,1.77
1899,0.7,0.4,0.0001,2.5,210000,1.77
1900,0.7,0.4,0.0001,2.5,210000,1.77
1901,0.7,0.4,0.0001,2.5,210000,1.77
1902,0.7,0.4,0.0001,2.5,210000,1.77
1903,0.7,0.4,0.0001,2.5,210000,1.77
1904,0.7,0.4,0.0001,2.5,210000,1.77
1905,0.7,0.4,0.0001,2.5,210000,1.77
1906,0.7,0.4,0.0001,2.5,210000,1.77
1907,0.7,0.4,0.0001,2.5,210000,1.77
1908,0.7,0.4,0.0001,2.5,210000,1.77
1909,0.7,0.4,0.0001,2.5,210000,1.77
1910,0.7,0.4,0.0001,2.5,210000,1.77
1911,0.7,0.4,0.0001,2.5,210000,1.77
1912,0.7,0.4,0.0001,2.5,210000,1.77
1913,0.7,0.4,0.0001,2.5,210000,1.77
1914,0.7,0.4,0.0001,2.5,210000,1.77
1915,0.7,0.4,0.0001,2.5,210000,1.77
1916,0.7,0.4,0.0001,2.5,210000,1.77
1917,0.7,0.4,0.0001,2.5,210000,1.77
1918,0.7,0.4,0.0001,2.5,210000,1.77
1919,0.7,0.4,0.0001,2.5,210000,1.77
1920,0.7,0.4,0.0001,2.5,210000,1.77
1921,0.7,0.4,0.0001,2.5,210000,1.77
1922,0.7,0.4,0.0001,2.5,210000,1.77
